longdist;internat;local;int_disc;billtype;pay;age;gender;marital;children;income;churn
0;0;0,28;Да;Бесплатный;CC;85;Мужской;Одинокий;0;8372,23;1
24,8;0;80,13;Нет;Бюджетный;CC;66;Мужской;Женат;1;7277,29;0
26,35;4,59;86,1;Нет;Бюджетный;CC;73;Женский;Одинокий;0;78564,7;0
29,2;0,02;29,39;Нет;Бюджетный;CC;40;Мужской;Женат;2;24329,4;0
28,16;0;249,96;Нет;Бесплатный;CC;86;Женский;Одинокий;2;84453,1;0
16,06;0;30,24;Нет;Бюджетный;CH;39;Мужской;Женат;1;89928,5;0
1,72;0;116,14;Нет;Бюджетный;Auto;34;Мужской;Одинокий;2;60095,2;0
7;0;36,01;Нет;Бесплатный;CH;57;Мужской;Женат;1;77149,1;0
7,43;0;89,51;Нет;Бюджетный;CH;74;Мужской;Женат;1;60015,1;0
8,86;0;72,1;Нет;Бюджетный;CC;92;Мужской;Одинокий;2;8014,59;0
25,19;8,9;86,23;Да;Бюджетный;CC;74;Мужской;Женат;1;47927,1;0
13,64;0;19,55;Нет;Бесплатный;Auto;19;Женский;Женат;0;27842,1;1
3,26;0;10,07;Нет;Бесплатный;CC;72;Мужской;Одинокий;1;95182,1;0
29,74;5,24;35,73;Нет;Бюджетный;CC;40;Мужской;Одинокий;0;5282,6;1
0;0;1,12;Нет;Бесплатный;CC;77;Женский;Одинокий;0;29410,6;1
25,03;7,33;54,8;Да;Бюджетный;CH;55;Женский;Одинокий;2;8392,14;1
13,77;0;47,99;Нет;Бюджетный;CC;58;Мужской;Одинокий;2;4123,46;0
29,8;9,9;216,3;Нет;Бесплатный;Auto;19;Мужской;Одинокий;0;5930,86;1
11,9;0;11,94;Нет;Бюджетный;CC;69;Женский;Женат;0;91198,6;0
4,98;0;84,61;Нет;Бесплатный;CC;76;Мужской;Женат;2;23536;0
27,5;0;6,15;Да;Бюджетный;Auto;56;Женский;Женат;1;87302,6;1
24,04;0;19,89;Нет;Бюджетный;CH;59;Женский;Одинокий;0;23892,2;1
18,67;0;12,22;Да;Бесплатный;CC;39;Женский;Женат;1;23012,6;0
21,47;0;54,46;Нет;Бесплатный;CH;64;Женский;Одинокий;2;62275,3;1
14,4;0;20,97;Нет;Бюджетный;CC;49;Женский;Женат;2;48334,1;1
4,32;0;33;Да;Бюджетный;CC;22;Мужской;Женат;2;33149,2;0
29,44;0;12,94;Да;Бесплатный;CC;52;Женский;Женат;0;8370,36;0
19,7;0;43,3;Да;Бесплатный;CC;78;Женский;Одинокий;0;29534,4;1
27,29;0;115,79;Да;Бюджетный;CC;56;Женский;Одинокий;0;42795,9;1
6,55;0;130,34;Нет;Бюджетный;CC;79;Женский;Женат;0;28021,4;0
10,04;0;46,31;Нет;Бесплатный;Auto;53;Мужской;Одинокий;1;37111,5;0
13,66;0;37,69;Нет;Бесплатный;CC;90;Женский;Женат;1;2796,07;0
0;0;2,63;Нет;Бюджетный;CC;75;Женский;Женат;2;55272,7;1
8,08;0;10,59;Нет;Бюджетный;CH;50;Женский;Женат;2;13774,2;1
0;0;3,54;Да;Бесплатный;CC;81;Мужской;Одинокий;2;3714,96;1
6,25;0;24,72;Нет;Бесплатный;CC;27;Женский;Одинокий;2;13094,8;1
8,65;0;67,42;Да;Бюджетный;CC;40;Мужской;Одинокий;0;57482,7;0
14,69;0;172,53;Да;Бюджетный;CC;64;Мужской;Одинокий;0;79937,2;0
0;0;0,05;Нет;Бюджетный;CC;75;Женский;Женат;1;59251;1
3,99;0;73,45;Да;Бесплатный;CH;40;Мужской;Женат;0;66223,5;0
0;0;1,38;Нет;Бесплатный;CC;64;Мужской;Женат;1;56360,5;1
0;0;4,01;Нет;Бесплатный;Auto;27;Женский;Одинокий;2;3353,28;1
1,32;0;11,25;Да;Бюджетный;Auto;64;Женский;Женат;1;45682,8;0
9,87;0;33,07;Нет;Бесплатный;CC;45;Мужской;Женат;2;23695,6;0
13,66;0;37,69;Нет;Бесплатный;CC;90;Женский;Женат;1;2796,07;0
13,91;0;155,61;Нет;Бюджетный;CC;80;Женский;Женат;1;2279,44;0
0;0;0,62;Нет;Бесплатный;CC;84;Женский;Одинокий;0;77462;1
15,14;0;23,12;Нет;Бесплатный;CC;62;Женский;Одинокий;0;69977,3;1
20,24;0;75,84;Нет;Бесплатный;Auto;52;Мужской;Одинокий;2;37480,8;0
4,73;0;27,19;Нет;Бюджетный;Auto;45;Мужской;Женат;2;39035,8;0
25,24;0;56,04;Нет;Бюджетный;CC;36;Мужской;Женат;1;96349,8;0
8,33;0;58,89;Нет;Бюджетный;Auto;43;Женский;Женат;1;32806,3;1
7,06;0;22;Нет;Бюджетный;CC;38;Женский;Женат;2;60060,5;0
22,77;0;28,05;Нет;Бюджетный;Auto;39;Мужской;Женат;0;29227,8;0
24,42;0;104,95;Нет;Бесплатный;CC;83;Мужской;Женат;2;85753,4;0
5,23;0;28,4;Нет;Бюджетный;CC;62;Мужской;Женат;1;57974,8;0
1,6;7,6;22,54;Да;Бюджетный;CH;92;Мужской;Женат;0;92093;0
0;0;0,96;Нет;Бесплатный;CC;66;Мужской;Женат;1;29672,4;1
10,51;0;5,91;Да;Бесплатный;Auto;67;Женский;Одинокий;1;9824,75;0
22,82;0;63,3;Нет;Бесплатный;CC;84;Женский;Одинокий;1;60362,1;1
28,71;0;61,49;Да;Бюджетный;Auto;54;Мужской;Одинокий;1;13428,5;0
0;0;4,83;Нет;Бесплатный;CC;59;Мужской;Одинокий;0;60111,8;1
2,37;9,95;81,77;Нет;Бесплатный;Auto;35;Мужской;Женат;2;15269,1;0
3,21;0;72,49;Да;Бюджетный;CC;58;Мужской;Одинокий;1;69473,4;0
5;0,68;56,11;Да;Бюджетный;CC;19;Женский;Одинокий;0;50290,7;1
26,05;0;114,28;Нет;Бюджетный;CH;97;Мужской;Женат;2;40844,4;0
9,56;0;150,24;Нет;Бюджетный;CC;65;Женский;Женат;0;58345,8;1
18,98;0;32,9;Да;Бесплатный;CC;69;Мужской;Женат;0;80417,5;0
1,81;0;38,35;Да;Бюджетный;CC;58;Мужской;Одинокий;0;56286,8;0
19,41;0,55;8,69;Нет;Бесплатный;CC;35;Мужской;Одинокий;0;25938,5;0
5,25;7,52;86,33;Нет;Бесплатный;CH;57;Женский;Женат;2;27535,3;1
18,57;0;79,05;Нет;Бесплатный;CH;94;Мужской;Одинокий;0;79690,8;0
5,94;0;8,93;Нет;Бюджетный;CC;73;Мужской;Одинокий;0;1259,01;0
25,1;0;111,59;Нет;Бесплатный;CC;46;Женский;Женат;1;51014;1
0;0;0,98;Нет;Бесплатный;CC;22;Женский;Одинокий;2;50290,7;1
0;0;2,02;Нет;Бесплатный;CC;25;Женский;Одинокий;0;30094,6;1
27,81;2,1;94,11;Нет;Бесплатный;CC;80;Женский;Одинокий;0;48506,7;1
23,38;0;32,52;Нет;Бюджетный;CH;77;Женский;Одинокий;0;34160,5;1
14,02;5,68;29,81;Нет;Бюджетный;CC;34;Мужской;Одинокий;0;87467,1;0
22,53;0;38,36;Нет;Бесплатный;CC;60;Женский;Женат;2;21380,9;1
23,17;0;44,32;Нет;Бесплатный;Auto;93;Женский;Одинокий;0;32480,3;0
20,8;0;11,99;Нет;Бесплатный;Auto;42;Женский;Женат;1;62126,4;1
23,93;0;5,98;Да;Бюджетный;CC;87;Мужской;Одинокий;0;37882,5;0
27,42;0;23,72;Нет;Бюджетный;CC;77;Мужской;Женат;2;49910,7;0
20,94;0;13,91;Нет;Бесплатный;CC;73;Мужской;Одинокий;2;73240,3;0
19,88;0;91,96;Нет;Бесплатный;Auto;82;Женский;Женат;0;38687,2;1
14,75;0;71,14;Да;Бюджетный;CC;54;Женский;Женат;2;19758,3;0
15,21;0;22,15;Да;Бюджетный;CC;70;Женский;Женат;1;37521,4;0
4,81;0;52,04;Да;Бесплатный;CC;91;Женский;Женат;2;8502,99;1
13,45;3,77;15,9;Да;Бесплатный;CC;67;Женский;Одинокий;0;79727;1
15,54;0;57,32;Да;Бесплатный;CH;80;Мужской;Одинокий;1;15060,6;0
17,21;8,94;138,05;Да;Бесплатный;CC;42;Мужской;Одинокий;0;37661;0
23,06;0;5,94;Да;Бюджетный;CC;18;Мужской;Женат;0;40728,7;0
14,07;0;42,92;Нет;Бесплатный;CC;33;Мужской;Одинокий;0;5466,39;0
10,85;0;161,39;Да;Бюджетный;CC;41;Женский;Женат;0;57307,1;1
6,55;0;130,34;Нет;Бюджетный;CC;79;Женский;Женат;0;28021,4;0
9,49;1,7;32,17;Нет;Бесплатный;Auto;44;Мужской;Женат;1;36638,2;1
10,89;0;26,75;Нет;Бесплатный;CH;58;Мужской;Женат;0;88811;0
3;0,87;20,74;Нет;Бесплатный;CH;36;Мужской;Одинокий;2;55485,8;0
0;0;0,36;Нет;Бюджетный;CC;25;Мужской;Женат;0;4545,11;1
14,71;0;42,14;Да;Бесплатный;CC;27;Мужской;Женат;1;23234,8;0
0,59;8,24;50,21;Нет;Бесплатный;CC;34;Женский;Одинокий;1;30234,8;1
23,69;6,07;7,83;Нет;Бюджетный;Auto;96;Мужской;Женат;0;8118,75;1
21,72;7,86;80,61;Нет;Бесплатный;CC;63;Мужской;Одинокий;0;90335,6;1
0;0;2,55;Нет;Бюджетный;CC;54;Мужской;Одинокий;2;63959,2;1
16,54;0;143,32;Нет;Бесплатный;CH;80;Мужской;Женат;1;73152;0
24,15;0;13;Нет;Бюджетный;CC;27;Мужской;Одинокий;1;16712,9;1
9,37;0;25,15;Нет;Бесплатный;Auto;63;Мужской;Женат;2;60644,3;0
18,23;0;23,52;Да;Бюджетный;Auto;59;Мужской;Женат;2;35119,1;0
0;0;1,01;Нет;Бесплатный;Auto;18;Женский;Женат;2;64726,8;0
7,26;0;74,81;Нет;Бесплатный;CC;55;Мужской;Женат;1;69408,3;0
0;0;0,58;Да;Бюджетный;CC;78;Женский;Женат;2;62685;1
20,8;0;36,82;Нет;Бюджетный;CC;55;Женский;Женат;0;28528;0
6,91;7,22;128,11;Нет;Бесплатный;CC;70;Мужской;Женат;1;69406,7;1
26,12;5,57;38,06;Да;Бюджетный;CC;44;Мужской;Одинокий;2;54953,1;0
2,41;0;50,51;Нет;Бюджетный;Auto;61;Женский;Женат;2;30998,8;0
12,42;0;89,79;Да;Бюджетный;CC;60;Женский;Женат;1;47468,6;1
28,8;0;142,43;Да;Бесплатный;CC;73;Женский;Одинокий;0;92405,9;0
2,84;0;24,45;Да;Бюджетный;CH;71;Женский;Женат;2;49745,3;0
25,14;0;88,04;Да;Бесплатный;CC;56;Мужской;Одинокий;2;61417,3;0
5,27;0;59,67;Да;Бюджетный;CC;74;Мужской;Одинокий;0;2825,56;0
8,03;0;46,13;Нет;Бюджетный;CC;97;Женский;Женат;0;2902,34;1
0,09;0;7,44;Да;Бесплатный;Auto;95;Мужской;Женат;2;92855,3;0
23,51;0;10,75;Да;Бюджетный;Auto;60;Мужской;Одинокий;1;49072;0
14,48;0;53,38;Нет;Бесплатный;CH;23;Мужской;Одинокий;0;12686,9;1
16,64;0;105,26;Нет;Бюджетный;CH;30;Женский;Женат;1;48457,6;0
12,06;0;22,05;Да;Бюджетный;Auto;28;Мужской;Женат;1;10385,3;1
27,75;8,25;19,63;Нет;Бесплатный;CC;53;Женский;Одинокий;2;11503,8;1
25,35;6,1;73,66;Да;Бесплатный;Auto;69;Мужской;Одинокий;2;52127,5;0
19,52;0;86,45;Да;Бюджетный;CH;82;Женский;Одинокий;0;17491,4;1
0;0;0,58;Да;Бюджетный;CC;78;Женский;Женат;2;62685;1
0,18;0;6,51;Да;Бесплатный;CC;62;Женский;Женат;0;37121,7;1
17,28;0;8,99;Нет;Бесплатный;CC;24;Женский;Женат;1;33065;1
24,25;0;5,21;Нет;Бюджетный;CH;80;Мужской;Женат;2;95448,6;0
15,21;0;22,15;Да;Бюджетный;CC;70;Женский;Женат;1;37521,4;0
26,99;0;33,72;Нет;Бюджетный;CC;23;Женский;Одинокий;1;76659,2;0
14,15;0;76,27;Да;Бюджетный;CC;86;Мужской;Женат;1;12713,3;0
3,97;0;169,07;Нет;Бюджетный;CC;40;Женский;Женат;2;91051;1
26,46;0;95,68;Да;Бесплатный;Auto;77;Мужской;Женат;1;31841,7;0
15,42;0,39;150,51;Нет;Бесплатный;Auto;85;Мужской;Женат;1;58310,2;0
9,79;0;13,66;Нет;Бюджетный;Auto;21;Женский;Женат;0;77210,6;0
24,15;0;13;Нет;Бюджетный;CC;27;Мужской;Одинокий;1;16712,9;1
9,01;0;38,16;Нет;Бесплатный;CH;88;Мужской;Одинокий;2;6704,78;0
26,78;0;40,47;Нет;Бюджетный;CC;63;Женский;Одинокий;1;83977,6;1
13,66;2,96;32,64;Да;Бесплатный;CC;60;Мужской;Женат;2;83220,6;1
14,74;0;35,78;Нет;Бюджетный;Auto;77;Мужской;Женат;0;31852,4;0
11,05;0;285,18;Нет;Бесплатный;Auto;49;Мужской;Женат;2;90414,9;0
7,97;0;23,77;Нет;Бесплатный;CC;68;Мужской;Одинокий;1;83556,7;0
8,94;0,99;70,82;Нет;Бесплатный;Auto;29;Мужской;Женат;1;38230,4;0
16,19;0;160,42;Нет;Бесплатный;CC;39;Женский;Женат;1;13829,4;0
3,17;0;58,04;Нет;Бюджетный;CC;57;Мужской;Женат;1;35075;0
0;0;3,94;Да;Бюджетный;CC;50;Женский;Одинокий;2;64632,3;1
23,82;0;24,72;Да;Бюджетный;CH;83;Женский;Женат;0;67042;0
4,64;1,77;68,63;Нет;Бесплатный;CC;77;Женский;Женат;0;39516,3;1
19,43;0;91,79;Нет;Бесплатный;CC;63;Мужской;Одинокий;2;39753,3;0
27,08;0;15,14;Нет;Бюджетный;CC;94;Мужской;Женат;2;49022,9;0
19,7;0;43,3;Да;Бесплатный;CC;78;Женский;Одинокий;0;29534,4;1
4,22;0;8,33;Нет;Бюджетный;CC;20;Женский;Женат;0;72626,4;0
16,84;0;40,16;Да;Бюджетный;CC;41;Женский;Женат;0;45103,4;0
9,67;0;38,21;Нет;Бесплатный;Auto;22;Женский;Женат;1;58462,3;0
3,21;0;72,49;Да;Бюджетный;CC;58;Мужской;Одинокий;1;69473,4;0
0,44;0;122,38;Нет;Бесплатный;Auto;74;Мужской;Одинокий;1;94449,5;0
13,45;0;21,09;Нет;Бесплатный;Auto;77;Мужской;Одинокий;0;73850;0
5,14;0;44,81;Да;Бюджетный;CC;20;Женский;Женат;2;3628,78;0
18,22;0;122,35;Нет;Бесплатный;CC;28;Мужской;Женат;0;96563,5;0
23,79;0;85,75;Нет;Бюджетный;CC;86;Женский;Женат;2;23816,6;1
2,36;0;36,91;Да;Бесплатный;CH;61;Мужской;Женат;1;15865,5;0
16,15;0;145,35;Нет;Бюджетный;CC;62;Женский;Одинокий;0;72358,6;0
11,87;0;20,85;Нет;Бесплатный;CH;25;Мужской;Женат;0;94451,7;0
7,83;0;121,46;Да;Бюджетный;CC;71;Мужской;Женат;2;51493;0
21,01;9,13;16,68;Да;Бесплатный;CC;62;Женский;Женат;2;8749,8;1
0;0;3,09;Да;Бесплатный;Auto;46;Женский;Женат;0;46734,5;1
21,48;0;60,38;Нет;Бюджетный;Auto;89;Мужской;Одинокий;1;73965,2;0
2,5;0;24,99;Нет;Бюджетный;CH;92;Мужской;Женат;0;29518,8;0
17,31;0;53,61;Да;Бесплатный;CC;65;Женский;Женат;2;58148,7;1
5,73;0;294,6;Нет;Бесплатный;CC;49;Женский;Женат;2;69865,2;1
21,41;7,62;66,79;Да;Бюджетный;CC;69;Мужской;Женат;0;67108,3;1
29,06;0;46,27;Нет;Бюджетный;Auto;23;Женский;Одинокий;1;55844,7;0
0;0;3,33;Да;Бюджетный;CC;36;Женский;Одинокий;1;94083,3;0
10,94;6,77;50,78;Нет;Бесплатный;CH;42;Женский;Женат;2;75750,1;1
19,14;2,35;40,37;Да;Бесплатный;CC;72;Женский;Женат;1;38788,3;1
14,44;0;35,21;Нет;Бесплатный;CC;34;Женский;Одинокий;2;76578,7;0
23,7;0;126,97;Нет;Бесплатный;Auto;83;Женский;Женат;0;98056,3;1
27,45;0;8,16;Нет;Бюджетный;CC;20;Мужской;Одинокий;1;87491;0
16,77;0;16,36;Да;Бюджетный;Auto;84;Мужской;Одинокий;0;34148,6;0
18,81;0;86,99;Нет;Бюджетный;Auto;42;Женский;Одинокий;1;14740,1;1
21,54;0;12,13;Да;Бесплатный;CC;26;Женский;Женат;1;68200;0
2,96;3,3;73,32;Да;Бюджетный;Auto;41;Женский;Одинокий;2;48271,8;1
22,47;4,17;43,34;Нет;Бюджетный;CC;20;Женский;Женат;2;88427;0
6,26;0;43,97;Нет;Бесплатный;CC;70;Женский;Одинокий;0;61639,7;1
22,16;0;37,09;Нет;Бесплатный;CC;48;Мужской;Одинокий;0;12134,7;0
11,91;0;134,4;Нет;Бесплатный;CC;57;Мужской;Одинокий;2;91136,2;0
1,74;0;30,12;Нет;Бюджетный;CC;43;Женский;Женат;2;22781,6;1
23,13;0;21,7;Нет;Бесплатный;CC;85;Мужской;Одинокий;2;96929,8;0
0;0;2,34;Да;Бюджетный;CC;49;Женский;Женат;2;50290,7;1
18,57;0;56,66;Нет;Бюджетный;CH;73;Мужской;Женат;0;19654,9;0
28,62;0;59,52;Нет;Бюджетный;CC;97;Мужской;Женат;2;47333,3;0
6,25;0;72,56;Нет;Бесплатный;Auto;26;Женский;Женат;0;57372,4;0
22,53;0;38,36;Нет;Бесплатный;CC;60;Женский;Женат;2;21380,9;1
13,21;0;43,02;Нет;Бесплатный;CC;97;Женский;Одинокий;0;84479,2;0
15,6;0;24,19;Нет;Бесплатный;CH;79;Женский;Женат;2;8204,72;1
28,79;0;107,57;Нет;Бюджетный;Auto;49;Мужской;Одинокий;0;9414,82;0
1,87;0;12,14;Нет;Бюджетный;CC;66;Женский;Женат;2;28384,5;1
16,66;1,92;10,21;Да;Бесплатный;Auto;44;Женский;Одинокий;2;36824,5;1
5,35;0;42,46;Да;Бюджетный;CC;43;Мужской;Женат;0;12439,4;0
22,17;0,58;13,46;Нет;Бюджетный;Auto;94;Женский;Одинокий;1;17540,7;1
22,9;0;22,71;Да;Бюджетный;CH;36;Женский;Женат;1;5283,2;0
26,19;0;18,2;Да;Бюджетный;CC;46;Мужской;Женат;1;44065,4;0
26,96;0,31;79,55;Нет;Бюджетный;CC;31;Мужской;Одинокий;2;14690,1;0
7,75;0;6,21;Нет;Бюджетный;CC;69;Мужской;Женат;0;95405,7;0
12,01;0;62,23;Нет;Бюджетный;CH;67;Мужской;Одинокий;0;9448,62;0
23,11;0;87,01;Нет;Бесплатный;CH;34;Женский;Женат;2;94024,1;0
3,58;0;13,82;Нет;Бюджетный;CC;43;Мужской;Женат;2;68467,1;0
7,06;0;20,35;Нет;Бюджетный;CH;49;Мужской;Одинокий;0;60282,8;0
14,97;0;74,25;Да;Бесплатный;CC;33;Женский;Женат;2;90971,4;0
14,28;0;113,55;Да;Бюджетный;CC;34;Женский;Женат;2;94778,3;0
11,9;0;11,94;Нет;Бюджетный;CC;69;Женский;Женат;0;91198,6;0
22,29;6,46;15,87;Да;Бюджетный;Auto;80;Женский;Женат;1;26609,9;1
26,83;0;19,27;Нет;Бюджетный;CC;85;Мужской;Одинокий;2;25353,4;0
3,86;0;37,21;Нет;Бюджетный;Auto;74;Женский;Одинокий;1;42002;1
17,26;0;75,58;Нет;Бесплатный;Auto;91;Мужской;Одинокий;2;61766,7;0
13,76;0;26,92;Нет;Бесплатный;CH;28;Мужской;Женат;1;43448;0
5,66;0;10,2;Нет;Бюджетный;Auto;36;Женский;Женат;2;96283,6;0
5,81;0;11,48;Нет;Бесплатный;CC;83;Женский;Женат;0;89344,4;0
24,75;1,48;62,63;Да;Бесплатный;CH;45;Женский;Одинокий;0;50290,7;1
18,13;0;83,88;Да;Бесплатный;Auto;85;Мужской;Одинокий;1;75991,2;0
24,26;0;8,65;Нет;Бюджетный;CC;91;Женский;Женат;1;57517,9;0
12,79;0;17,18;Нет;Бюджетный;CC;72;Женский;Одинокий;2;63291,1;1
18,57;0;42,9;Нет;Бюджетный;CC;65;Мужской;Женат;0;50290,7;0
6,95;0;43,76;Да;Бюджетный;CH;94;Мужской;Одинокий;2;14309,1;0
7,73;0;89,81;Нет;Бюджетный;CC;95;Мужской;Женат;1;58167,3;0
20,59;0;50,33;Нет;Бюджетный;CC;86;Женский;Женат;0;2530,76;0
5,93;5,06;6,25;Нет;Бесплатный;CC;26;Мужской;Одинокий;1;85774,3;1
16,22;0;16,77;Да;Бесплатный;CC;46;Женский;Одинокий;2;41146,2;1
23,79;0;85,75;Нет;Бюджетный;CC;86;Женский;Женат;2;23816,6;1
1,28;0;55,97;Нет;Бесплатный;CC;82;Мужской;Одинокий;2;50290,7;0
9,7;1,2;12,18;Нет;Бюджетный;CC;33;Женский;Женат;0;2974,76;1
23,13;5,6;96,18;Нет;Бюджетный;CH;65;Мужской;Женат;1;82783,8;0
25,23;0;45,86;Да;Бесплатный;CC;70;Мужской;Женат;2;52921;0
19,48;6,18;93,3;Да;Бюджетный;Auto;82;Женский;Одинокий;1;80066,3;1
9,14;6,3;47,85;Нет;Бесплатный;Auto;19;Мужской;Женат;1;20818,5;1
6,67;0;7,79;Да;Бесплатный;CC;50;Женский;Женат;0;63306,6;1
14,25;0;116,07;Нет;Бюджетный;Auto;55;Мужской;Женат;1;86537,4;0
8,05;0;19,29;Да;Бюджетный;CC;85;Мужской;Одинокий;0;89788;0
0;0;1,06;Нет;Бесплатный;CH;26;Женский;Женат;1;81295,5;1
7,04;0;47,93;Нет;Бесплатный;Auto;69;Мужской;Женат;1;38302,7;0
7,11;0;19,5;Нет;Бюджетный;Auto;81;Мужской;Одинокий;0;67634,7;0
15,33;0,8;39,7;Нет;Бюджетный;CH;18;Женский;Женат;1;9929,4;0
21,12;0;5,26;Нет;Бесплатный;CH;66;Женский;Одинокий;2;43654,4;0
2,7;0;9,12;Нет;Бесплатный;CC;62;Мужской;Одинокий;2;23715;0
22,8;0;20,26;Да;Бюджетный;CC;88;Мужской;Женат;1;13091,6;0
0;0;0,83;Нет;Бюджетный;Auto;75;Женский;Женат;2;49561;1
11,01;0;36,88;Да;Бесплатный;CC;59;Женский;Женат;0;887,5;1
18,98;0;32,9;Да;Бесплатный;CC;69;Мужской;Женат;0;80417,5;0
22,44;9,19;29,18;Нет;Бесплатный;CH;36;Мужской;Женат;0;97341,4;0
6,13;0;31,45;Да;Бесплатный;CH;25;Женский;Женат;2;295,94;1
26,29;0;35,32;Да;Бюджетный;CC;49;Женский;Женат;2;48471,1;1
2,2;0;9,89;Да;Бюджетный;CC;97;Мужской;Одинокий;0;27498,1;0
0;0;1,22;Нет;Бюджетный;CC;92;Женский;Одинокий;0;51611,3;1
12,81;5,76;101,56;Нет;Бюджетный;CC;79;Женский;Женат;0;50530,8;1
11,26;0;83,64;Да;Бюджетный;CH;73;Женский;Одинокий;2;85184,6;1
7,54;0;82,85;Нет;Бюджетный;CH;42;Женский;Одинокий;0;74342,9;1
29,68;4,22;233,99;Да;Бюджетный;Auto;32;Женский;Женат;1;47211,6;1
23,31;0;83,5;Нет;Бесплатный;CC;59;Мужской;Одинокий;0;33912,4;0
2,71;0;115,74;Нет;Бесплатный;Auto;53;Женский;Женат;2;64546,4;0
19,14;2,35;40,37;Да;Бесплатный;CC;72;Женский;Женат;1;38788,3;1
0,42;7,36;208,2;Нет;Бюджетный;CC;87;Женский;Одинокий;0;59232,8;1
3,74;0;15,13;Нет;Бюджетный;CC;68;Мужской;Женат;0;55059,2;0
0;0;3,99;Нет;Бюджетный;CH;94;Женский;Женат;2;14519,1;1
0;0;3,47;Нет;Бюджетный;CC;94;Женский;Женат;2;78994,1;1
19,14;0;9,15;Нет;Бюджетный;CC;59;Женский;Женат;1;77374,6;1
6,78;0;132,66;Нет;Бесплатный;CC;66;Женский;Женат;2;41876,6;0
9,27;0;53,37;Да;Бюджетный;CH;73;Мужской;Женат;2;7010,68;0
3,69;0;22,92;Нет;Бюджетный;CH;96;Женский;Одинокий;1;32005,6;1
27,33;0;23,86;Да;Бесплатный;Auto;86;Женский;Одинокий;2;92885,9;0
9,57;0;85,11;Нет;Бесплатный;CC;39;Мужской;Одинокий;2;32272,7;0
5,52;0;16,05;Нет;Бесплатный;CC;18;Мужской;Одинокий;2;19546,6;0
27,62;6,71;35,01;Нет;Бюджетный;Auto;81;Женский;Одинокий;2;87872,9;1
24,73;0;21,17;Нет;Бюджетный;CC;28;Мужской;Одинокий;0;37135,5;1
29,54;0;98,26;Нет;Бюджетный;CC;50;Мужской;Одинокий;2;86905,4;0
6,33;0;26,98;Нет;Бесплатный;CH;82;Мужской;Женат;2;38457,9;0
13,76;0;26,92;Нет;Бесплатный;CH;28;Мужской;Женат;1;43448;0
11,43;0;37,94;Нет;Бесплатный;CC;66;Женский;Одинокий;1;56562,9;1
27,54;0;33,83;Да;Бесплатный;Auto;61;Женский;Женат;1;79685;1
19,88;0;91,96;Нет;Бесплатный;Auto;82;Женский;Женат;0;38687,2;1
1,32;0;147,87;Нет;Бюджетный;CC;54;Женский;Одинокий;1;61231,7;1
17,41;0;28,13;Нет;Бюджетный;CC;62;Мужской;Женат;0;50676;0
11,75;0;54,84;Да;Бесплатный;CH;62;Женский;Одинокий;2;13965,4;1
29,89;0;37,42;Нет;Бюджетный;CC;81;Женский;Одинокий;0;54486,5;1
2,74;0;180,97;Нет;Бюджетный;CC;54;Мужской;Женат;2;93476,6;0
27,29;0;115,79;Да;Бюджетный;CC;56;Женский;Одинокий;0;42795,9;1
7,73;0;255,24;Нет;Бесплатный;CC;84;Мужской;Женат;0;50290,7;0
11,75;0;54,84;Да;Бесплатный;CH;62;Женский;Одинокий;2;13965,4;1
1,47;0;43,98;Нет;Бюджетный;CC;43;Женский;Одинокий;1;86252,8;1
10,77;0;76,41;Нет;Бесплатный;CC;83;Мужской;Женат;0;14604,9;0
0;0;4,42;Да;Бюджетный;CH;62;Женский;Одинокий;2;5197;1
17,22;0;31,56;Да;Бюджетный;CH;55;Женский;Женат;0;91708,4;0
23,7;0;126,97;Нет;Бесплатный;Auto;83;Женский;Женат;0;98056,3;1
1,4;0;44,21;Да;Бесплатный;CC;92;Мужской;Женат;0;29854,3;0
16,44;0;77,76;Да;Бюджетный;CC;74;Женский;Женат;2;87844,8;1
0;0;4,39;Нет;Бесплатный;CH;90;Мужской;Женат;1;5257,65;1
23,78;0;114,44;Да;Бюджетный;CH;45;Мужской;Женат;2;37877,6;0
4,72;0;57,77;Нет;Бесплатный;Auto;23;Женский;Одинокий;2;8383,47;1
19,84;4,91;72,58;Нет;Бюджетный;Auto;45;Мужской;Женат;2;7673,47;1
3,73;0;18,85;Нет;Бесплатный;Auto;76;Мужской;Женат;2;30933,6;0
29,42;0;54,63;Нет;Бюджетный;CC;81;Мужской;Одинокий;1;97205,2;0
14,71;0;42,14;Да;Бесплатный;CC;27;Мужской;Женат;1;23234,8;0
4,32;0;33;Да;Бюджетный;CC;22;Мужской;Женат;2;33149,2;0
16,19;0;160,42;Нет;Бесплатный;CC;39;Женский;Женат;1;13829,4;0
16,22;0;53,96;Нет;Бесплатный;CC;43;Мужской;Женат;1;35827,5;0
26,69;0;9,67;Нет;Бесплатный;CC;79;Женский;Одинокий;1;94278,7;0
12,81;5,76;101,56;Нет;Бюджетный;CC;79;Женский;Женат;0;50530,8;1
6,42;0;145,39;Да;Бесплатный;CH;61;Мужской;Женат;0;41063,6;0
18,88;0;105,81;Нет;Бесплатный;CC;82;Женский;Женат;2;89270,4;0
8,76;0;112,64;Да;Бюджетный;CC;61;Мужской;Женат;1;85927,7;0
0;0;2,35;Да;Бесплатный;CC;28;Мужской;Женат;0;99563,1;1
