AGE;PERSONAL_INCOME;CREDIT;FST_PAYMENT;FACT_LIVING_TERM;LOAN_AVG_DLQ_AMT
47;20000.0;12500.0;5000.0;180.0;0.0
48;8000.0;10791.0;0.0;252.0;0.0
25;11000.0;5580.0;0.0;24.0;1100.0
34;17000.0;22761.0;0.0;168.0;2550.0
31;13000.0;10609.2;4546.8;48.0;0.0
43;20000.0;9648.0;5000.0;36.0;0.0
28;18000.0;29880.0;3320.0;36.0;0.0
46;22000.0;31588.0;3510.0;156.0;0.0
39;8000.0;20648.0;26000.0;60.0;0.0
52;10000.0;11720.0;1500.0;240.0;0.0
36;12000.0;3046.0;880.2;204.0;0.0
28;12000.0;5490.0;2000.0;12.0;0.0
43;18000.0;27298.0;3100.0;180.0;0.0
23;15000.0;11892.0;2098.0;108.0;1468.38
25;16000.0;23124.0;4500.0;36.0;0.0
47;25000.0;9890.0;2000.0;289.0;300.0
25;11000.0;4221.0;469.0;72.0;0.0
45;10000.0;17490.0;0.0;120.0;0.0
38;25000.0;26440.0;5000.0;120.0;0.0
59;10000.0;5700.0;640.0;276.0;0.0
34;15000.0;4489.0;600.0;92.0;0.0
32;7000.0;5149.0;600.0;132.0;0.0
46;7500.0;14990.0;3000.0;24.0;0.0
51;5000.0;16222.0;0.0;1.0;0.0
37;7000.0;5500.0;0.0;142.0;0.0
55;8000.0;10759.0;10759.0;23.0;0.0
45;8000.0;6299.0;700.0;36.0;0.0
51;13000.0;4740.0;1000.0;340.0;0.0
53;9000.0;23358.0;3000.0;267.0;0.0
22;20000.0;8990.0;3000.0;72.0;0.0
61;14000.0;13450.0;5000.0;192.0;0.0
33;8000.0;10850.0;2000.0;9.0;0.0
23;13000.0;17966.0;10425.0;3.0;0.0
57;7000.0;2650.0;500.0;600.0;0.0
35;35000.0;33192.0;3688.0;100.0;0.0
22;8000.0;5780.0;870.0;54.0;619.73
29;10000.0;8689.0;1000.0;132.0;0.0
27;15000.0;4990.0;2000.0;108.0;0.0
34;20000.0;5505.0;620.0;161.0;0.0
50;6000.0;5350.0;600.0;79.0;510.1366667
37;7000.0;13490.2;1500.0;9.0;0.0
52;7000.0;9200.0;1000.0;204.0;0.0
44;10000.0;15750.0;1750.0;228.0;0.0
61;11000.0;23600.0;2650.0;28.0;0.0
47;15000.0;13690.0;3000.0;142.0;0.0
59;6000.0;20000.0;5245.0;19.0;0.0
31;15000.0;11800.0;5000.0;168.0;0.0
32;8000.0;2389.0;300.0;112.0;0.0
26;15000.0;8960.0;1000.0;26.0;0.0
22;7000.0;4490.0;500.0;16.0;0.0
62;8000.0;10490.0;1200.0;26.0;0.0
64;8000.0;23900.0;10000.0;24.0;0.0
58;7000.0;22000.0;2500.0;116.0;0.0
37;20000.0;12990.0;3000.0;240.0;1390.0
42;7000.0;28400.0;11600.0;61.0;0.0
64;7500.0;3924.0;436.0;432.0;0.0
23;7000.0;18855.0;5000.0;29.0;0.0
37;8000.0;4499.0;500.0;180.0;0.0
54;7500.0;5600.0;1500.0;96.0;0.0
22;10000.0;11520.0;1280.0;48.0;0.0
44;7500.0;7000.0;1000.0;253.0;0.0
32;20000.0;9590.0;9400.0;72.0;1120.93
42;20000.0;10617.0;1873.0;36.0;3840.0
34;6000.0;17400.0;1000.0;120.0;0.0
42;12000.0;6960.0;5000.0;120.0;0.0
39;8000.0;3150.0;400.0;192.0;0.0
38;30000.0;25584.0;5000.0;36.0;0.0
38;8000.0;10506.76;10000.0;12.0;0.0
38;10000.0;16150.0;1800.0;12.0;0.0
36;3000.0;3984.0;445.0;180.0;0.0
42;9000.0;15556.0;0.0;24.0;0.0
28;25000.0;5746.0;680.0;72.0;1530.0
33;6500.0;11699.0;1300.0;122.0;0.0
61;6000.0;8420.0;1000.0;84.0;0.0
24;11500.0;4150.0;500.0;30.0;0.0
47;19000.0;22345.0;3943.0;24.0;1770.0
38;14000.0;41600.0;9000.0;209.0;0.0
36;25000.0;45160.0;19355.0;112.0;0.0
50;4000.0;5612.0;1100.0;329.0;0.0
41;15000.0;25732.2;3000.0;98.0;0.0
44;10000.0;28842.0;3500.0;272.0;0.0
41;7000.0;6559.0;1639.0;240.0;0.0
57;6500.0;17560.0;2000.0;44.0;0.0
61;17000.0;15230.0;20000.0;110.0;0.0
26;11000.0;15520.0;0.0;12.0;0.0
50;10000.0;5800.0;0.0;228.0;1409.965
42;7500.0;26390.0;3000.0;166.0;0.0
27;10000.0;17885.0;4480.0;108.0;0.0
40;18000.0;5490.0;610.0;12.0;0.0
38;12000.0;22233.0;4500.0;25.0;0.0
31;20000.0;19839.0;2220.0;152.0;0.0
39;6000.0;3480.0;2000.0;70.0;0.0
44;22000.0;47000.0;20000.0;9.0;0.0
35;12500.0;5198.0;1000.0;1.0;0.0
24;20000.0;16977.0;1900.0;6.0;0.0
51;17000.0;27759.0;3100.0;168.0;0.0
33;7000.0;21265.0;4000.0;24.0;0.0
33;6000.0;9440.0;1050.0;36.0;0.0
53;7500.0;19143.0;7519.0;300.0;0.0
41;15000.0;8833.0;0.0;35.0;0.0
62;13300.0;29500.0;9500.0;108.0;0.0
45;30000.0;7157.0;5838.0;96.0;0.0
26;10000.0;8268.0;700.0;2.0;0.0
22;10000.0;5247.0;5000.0;78.0;0.0
35;14000.0;8905.0;0.0;48.0;0.0
28;16000.0;6840.0;760.0;20.0;0.0
51;15000.0;7380.0;2500.0;108.0;49.35
46;10000.0;10505.5;1170.0;216.0;0.0
22;13000.0;6086.0;700.0;204.0;910.0
46;15000.0;9338.0;2000.0;208.0;0.0
44;10000.0;21721.1;2420.0;300.0;2810.0
57;7800.0;11349.0;1261.0;96.0;0.0
37;40000.0;13294.0;2346.0;155.0;0.0
62;6500.0;2900.0;1000.0;320.0;0.0
39;20000.0;3730.0;660.0;228.0;0.0
32;5000.0;4550.0;2000.0;50.0;0.0
34;6000.0;8800.0;900.0;120.0;0.0
57;8000.0;5970.0;5000.0;180.0;0.0
45;4500.0;4950.0;550.0;17.0;0.0
36;7800.0;6624.0;1656.0;228.0;0.0
50;25000.0;7281.94;4000.0;104.0;0.0
30;8000.0;13975.0;3495.0;1.0;0.0
46;27000.0;9823.0;9824.0;192.0;0.0
35;8000.0;4180.0;800.0;132.0;0.0
28;9700.0;14600.0;1700.0;301.0;1841.9
46;21000.0;28509.0;3498.0;72.0;0.0
45;30000.0;29788.0;7447.0;48.0;0.0
45;8000.0;9700.0;0.0;24.0;0.0
30;15000.0;10230.0;0.0;72.0;1670.18
39;19000.0;5155.0;573.0;12.0;0.0
51;20000.0;10990.0;3000.0;240.0;0.0
36;15000.0;18810.0;2090.0;96.0;0.0
45;20000.0;10987.0;1300.0;118.0;0.0
37;11000.0;14060.0;13000.0;84.0;0.0
52;11000.0;7863.0;0.0;324.0;0.0
35;25000.0;3990.0;0.0;36.0;0.0
40;20000.0;13400.0;1500.0;131.0;0.0
26;10000.0;7002.0;778.0;31.0;0.0
31;17000.0;18000.0;8300.0;8.0;0.0
49;7500.0;3848.0;450.0;240.0;0.0
24;17000.0;19502.0;3000.0;84.0;0.0
33;15000.0;8800.0;1000.0;96.0;0.0
52;8000.0;33800.0;5000.0;147.0;0.0
30;25000.0;19343.0;7822.0;36.0;3691.2675
29;15000.0;23000.0;3000.0;60.0;1119.27
33;15000.0;24771.0;2800.0;132.0;0.0
22;15000.0;5899.0;1100.0;72.0;0.0
49;7600.0;21919.0;2600.0;24.0;0.0
40;14000.0;9050.0;12000.0;24.0;0.0
34;9000.0;4499.0;2000.0;96.0;0.0
40;8000.0;8800.0;2000.0;36.0;1539.2
29;13000.0;16820.0;1900.0;4.0;0.0
45;9000.0;7000.0;3000.0;90.0;0.0
59;30000.0;21762.0;0.0;145.0;3840.0
30;5000.0;33030.0;3670.0;12.0;0.0
25;9200.0;13590.0;1510.0;96.0;0.0
50;18000.0;31790.0;5610.0;103.0;3072.475
57;18000.0;92951.0;20000.0;240.0;0.0
62;8000.0;8370.0;2000.0;12.0;0.0
65;6000.0;4850.0;5250.0;36.0;0.0
41;32000.0;23539.0;0.0;180.0;0.0
38;30000.0;26837.0;0.0;31.0;0.0
39;8000.0;4191.0;12000.0;60.0;0.0
53;14000.0;7017.0;780.0;24.0;0.0
59;10000.0;12048.0;12000.0;444.0;0.0
28;55000.0;78800.0;20000.0;276.0;0.0
26;15000.0;44290.0;5000.0;156.0;0.0
43;8000.0;9090.0;3000.0;240.0;0.0
38;25000.0;4311.0;479.0;252.0;0.0
62;5000.0;5409.0;601.0;62.0;0.0
30;13000.0;5920.0;660.0;156.0;0.0
48;6000.0;4460.0;496.0;264.0;1170.0
39;17000.0;12872.0;2271.0;120.0;0.0
55;6500.0;23600.0;2697.0;216.0;0.0
36;14000.0;4548.0;200.0;84.0;0.0
57;5000.0;8275.0;2000.0;96.0;0.0
36;12000.0;6675.0;750.0;33.0;0.0
28;11000.0;16039.0;4000.0;237.0;0.0
28;15000.0;14177.0;1700.0;36.0;0.0
23;15000.0;24640.0;3000.0;4.0;0.0
47;12000.0;7077.0;0.0;168.0;0.0
34;8000.0;7342.0;820.0;84.0;0.0
38;8350.0;11288.0;1255.0;128.0;0.0
36;10000.0;3100.0;1900.0;108.0;0.0
48;10000.0;13500.0;10000.0;204.0;0.0
49;60000.0;10348.0;1160.0;111.0;0.0
42;15000.0;20200.0;3000.0;36.0;0.0
41;10000.0;22850.0;2540.0;204.0;0.0
24;9000.0;6040.0;1500.0;252.0;0.0
57;13000.0;8556.0;1994.0;72.0;0.0
61;5500.0;18000.0;0.0;360.0;0.0
29;20000.0;4490.0;2500.0;6.0;0.0
26;14000.0;6240.0;700.0;89.0;0.0
22;5000.0;6375.0;1125.0;15.0;0.0
39;10000.0;6707.0;750.0;120.0;763.3
27;30000.0;33459.0;3720.0;156.0;0.0
25;12500.0;8698.1;2000.0;48.0;0.0
25;12000.0;13450.0;1500.0;121.0;0.0
58;30000.0;20877.0;9663.0;84.0;0.0
29;7000.0;17700.0;2800.0;118.0;0.0
37;8500.0;4160.0;500.0;147.0;769.43
22;9500.0;4050.0;800.0;93.0;780.0
55;12000.0;32576.5;3620.0;96.0;0.0
41;18200.0;37780.0;4200.0;48.0;0.0
55;10000.0;15300.0;1700.0;429.0;0.0
55;10000.0;21600.0;2400.0;324.0;0.0
66;10000.0;12797.0;0.0;276.0;1630.0
31;9000.0;5350.0;700.0;54.0;570.0
26;5000.0;3895.0;500.0;125.0;0.0
32;9000.0;16470.0;1829.0;24.0;0.0
58;15000.0;23600.0;2632.0;108.0;0.0
43;17000.0;22490.0;10000.0;180.0;0.0
50;7000.0;13776.0;2000.0;50.0;0.0
35;9500.0;18426.0;2050.0;120.0;0.0
51;7800.0;3800.0;4000.0;166.0;0.0
44;6500.0;8456.0;2114.0;60.0;0.0
54;11000.0;26370.0;2930.0;384.0;0.0
58;6000.0;15470.0;2000.0;36.0;0.0
65;8000.0;13577.0;3400.0;408.0;0.0
40;11000.0;25400.0;3000.0;211.0;0.0
30;11000.0;7000.0;3698.0;180.0;0.0
33;16000.0;13900.0;0.0;156.0;0.0
51;14000.0;6792.0;1198.0;14.0;0.0
64;7000.0;12289.0;0.0;144.0;0.0
53;25000.0;22618.0;10000.0;258.0;0.0
28;15000.0;30000.0;5990.0;3.0;0.0
48;12000.0;7362.0;818.0;2.0;1636.04
51;5000.0;3040.0;800.0;198.0;0.0
42;5900.0;34900.0;3950.0;60.0;0.0
36;15000.0;24760.0;3000.0;180.0;0.0
46;13000.0;9520.0;5000.0;32.0;0.0
33;13500.0;4160.0;0.0;13.0;0.0
25;20000.0;18517.1;3000.0;6.0;2280.0
39;30000.0;13063.0;1500.0;46.0;0.0
54;11000.0;11113.0;1235.0;264.0;0.0
24;15000.0;11749.0;0.0;120.0;0.0
38;10000.0;10704.0;1200.0;432.0;2050.0
43;10000.0;9837.0;1093.0;504.0;0.0
36;6000.0;4540.0;600.0;192.0;0.0
32;9000.0;5490.0;610.0;168.0;0.0
50;12000.0;4950.0;1200.0;207.0;0.0
26;10000.0;34000.0;4000.0;60.0;0.0
57;5000.0;4390.0;4000.0;36.0;0.0
36;10000.0;19810.0;0.92;144.0;0.0
41;10000.0;21726.0;2414.0;180.0;0.0
59;9000.0;19900.0;2500.0;287.0;0.0
26;20000.0;8499.0;5000.0;8.0;0.0
31;10000.0;9554.0;1200.0;84.0;0.0
65;9000.0;3360.0;1001.7;290.0;0.0
35;26000.0;3353.0;837.91;300.0;651.625
51;8500.0;6950.7;772.3;264.0;0.0
31;7500.0;8700.0;1000.0;79.0;0.0
36;10000.0;22091.0;0.0;76.0;0.0
38;4300.0;2400.0;0.0;114.0;880.0
27;20000.0;4850.0;540.0;36.0;0.0
56;9000.0;14391.0;1599.0;360.0;0.0
47;10000.0;35326.0;26802.0;323.0;0.0
50;12000.0;18390.0;4600.0;360.0;0.0
53;5000.0;4750.0;550.0;24.0;0.0
26;19500.0;12310.0;0.0;5.0;0.0
27;12000.0;20928.0;2330.0;2.0;1280.0
46;20000.0;14659.2;20000.0;75.0;0.0
25;8000.0;6219.0;700.0;4.0;0.0
40;15000.0;28000.0;10000.0;108.0;0.0
33;8900.0;39590.0;4400.0;24.0;0.0
38;17000.0;35091.0;3899.0;204.0;0.0
43;7000.0;4077.0;1000.0;100.0;0.0
34;25000.0;8767.0;3763.0;68.0;0.0
31;10000.0;35201.0;0.0;348.0;0.0
33;7000.0;5930.0;711.0;132.0;0.0
51;15000.0;19341.2;1320.0;343.0;0.0
32;11500.0;19929.0;5500.0;89.0;0.0
49;8000.0;13312.0;1854.0;170.0;1520.0
34;50000.0;15920.0;1770.0;24.0;0.0
41;11000.0;7590.0;850.0;60.0;0.0
33;13000.0;18868.0;4000.0;192.0;0.0
45;8000.0;17505.0;2000.0;248.0;0.0
32;8300.0;22700.0;4200.0;102.0;0.0
40;15000.0;3542.0;1000.0;120.0;0.0
39;12000.0;18115.0;15000.0;252.0;0.0
34;25000.0;65000.0;5000.0;36.0;0.0
22;11500.0;21388.0;0.0;84.0;0.0
54;10000.0;6182.0;690.0;324.0;1220.0
34;11000.0;7327.8;814.2;58.0;0.0
38;12000.0;10850.0;3000.0;120.0;0.0
27;6000.0;19650.0;5850.0;66.0;0.0
33;10000.0;9230.9;1026.0;201.0;0.0
58;6000.0;4770.0;19000.0;276.0;0.0
58;20000.0;25137.0;11000.0;312.0;0.0
42;9000.0;4880.0;4000.0;153.0;0.0
28;20000.0;8499.0;1500.0;125.0;1050.0
60;11000.0;6720.0;800.0;101.0;1290.0
27;20000.0;6783.0;1197.0;72.0;0.0
32;6500.0;5135.0;2000.0;105.0;0.0
50;30000.0;17428.0;4360.0;96.0;0.0
24;10000.0;9342.0;1648.0;84.0;0.0
25;12000.0;35955.0;3995.0;120.0;4240.0
44;12000.0;56518.0;20000.0;36.0;0.0
33;10000.0;6290.0;700.0;68.0;0.0
24;6000.0;6380.0;700.0;7.0;0.0
23;14000.0;5688.0;2400.0;180.0;0.0
36;10000.0;4217.0;470.0;204.0;0.0
30;20000.0;6550.0;5000.0;69.0;0.0
48;7000.0;7144.0;0.0;107.0;0.0
30;20000.0;19790.0;2200.0;72.0;0.0
46;7000.0;10750.0;5000.0;36.0;1120.0
42;12800.0;10010.0;1200.0;18.0;0.0
28;22000.0;4999.0;0.0;7.0;0.0
64;10000.0;4900.0;0.0;144.0;0.0
55;18000.0;6740.0;3000.0;60.0;0.0
37;15000.0;19377.0;10434.0;240.0;0.0
64;8000.0;16400.0;11500.0;32.0;0.0
52;8000.0;4810.0;1000.0;260.0;0.0
27;10000.0;3420.0;380.0;36.0;0.0
52;6500.0;7353.0;1297.0;230.0;0.0
27;16000.0;25050.0;3000.0;122.0;552.57
31;10000.0;6619.0;1170.0;60.0;0.0
54;9200.0;6970.0;3000.0;348.0;0.0
60;40000.0;37415.0;10000.0;108.0;0.0
31;7000.0;3650.0;1500.0;36.0;0.0
39;25000.0;5699.0;2000.0;108.0;0.0
43;30000.0;12816.0;1424.0;120.0;0.0
40;30000.0;26490.0;3500.0;144.0;0.0
33;5600.0;6893.0;1216.0;108.0;2503.19
37;7000.0;16899.0;4200.0;50.0;0.0
22;13000.0;5669.0;630.0;12.0;610.0
24;20000.0;15889.0;1800.0;75.0;0.0
29;10000.0;3904.3;450.0;60.0;0.0
62;17000.0;17000.0;1892.0;60.0;0.0
60;25000.0;88312.0;60488.0;211.0;0.0
36;67000.0;5592.0;1398.0;108.0;0.0
25;15000.0;5990.0;0.0;108.0;0.0
47;7000.0;12472.0;1737.0;214.0;0.0
60;3000.0;18750.0;2100.0;75.0;0.0
36;17000.0;21487.0;3800.0;134.0;0.0
31;12000.0;4365.0;485.0;37.0;0.0
61;7000.0;7100.0;0.0;172.0;800.0
58;8000.0;4207.0;1000.0;245.0;0.0
22;16000.0;10799.0;0.0;204.0;0.0
48;18000.0;21860.0;10000.0;168.0;0.0
53;8000.0;45034.0;0.0;1.0;0.0
37;35000.0;37857.2;5000.0;168.0;0.0
34;10000.0;34700.0;4000.0;35.0;0.0
44;12000.0;14698.0;4000.0;274.0;0.0
62;7000.0;13500.0;1500.0;60.0;0.0
64;6000.0;3760.0;420.0;378.0;0.0
30;15000.0;27900.0;3110.0;24.0;0.0
37;12000.0;3860.0;1500.0;37.0;0.0
37;25000.0;2676.0;1814.0;156.0;0.0
50;14000.0;33900.0;5000.0;360.0;1000.0
50;12000.0;41700.0;4989.92;120.0;0.0
34;15000.0;18286.0;6000.0;108.0;0.0
57;13000.0;29460.0;3300.0;348.0;0.0
27;18000.0;15036.0;2000.0;48.0;0.0
47;5000.0;7290.0;810.0;216.0;0.0
23;23000.0;11250.0;3500.0;192.0;0.0
25;8000.0;3110.0;2000.0;12.0;0.0
33;11500.0;14406.0;6174.0;27.0;0.0
55;15000.0;24889.0;2800.0;312.0;0.0
45;27000.0;61540.0;16000.0;72.0;0.0
25;8000.0;3490.0;1000.0;5.0;0.0
29;20000.0;7850.0;1000.0;3.0;0.0
58;13000.0;39020.0;33590.0;166.0;879.74
63;6000.0;5000.0;3000.0;228.0;0.0
30;15000.0;21290.0;2400.0;120.0;0.0
52;15000.0;7800.0;1000.0;180.0;950.0
52;5000.0;10265.0;2000.0;2.0;0.0
35;25000.0;31933.0;4000.0;84.0;0.0
56;17000.0;23355.0;2595.0;396.0;0.0
60;10000.0;3390.0;0.0;120.0;0.0
27;15000.0;2151.0;239.0;100.0;0.0
36;4300.0;6100.0;1080.0;108.0;0.0
32;13000.0;5279.0;2000.0;12.0;0.0
32;55000.0;8600.0;15000.0;60.0;0.0
36;15000.0;26300.0;3000.0;194.0;0.0
63;14000.0;25680.0;6400.0;300.0;0.0
56;20000.0;19542.0;1248.0;144.0;0.0
24;25000.0;6058.1;2700.0;32.0;0.0
42;10000.0;20943.0;2327.0;60.0;0.0
24;7500.0;6796.0;1199.0;88.0;0.0
27;15000.0;9629.0;1070.0;228.0;1190.0
51;6000.0;5590.0;700.0;156.0;0.0
43;13000.0;11930.0;1330.0;21.0;2262.12
51;14000.0;18180.0;2020.0;72.0;0.0
25;5000.0;5500.0;1330.0;72.0;0.0
46;20000.0;35320.0;4000.0;84.0;0.0
59;14000.0;22230.0;2470.0;360.0;0.0
58;25000.0;83871.0;54929.0;288.0;0.0
28;26000.0;10900.0;5000.0;54.0;0.0
30;9000.0;16175.0;2855.0;158.0;0.0
49;2300.0;5750.0;640.0;143.0;0.0
53;9000.0;15246.0;4000.0;330.0;0.0
53;10000.0;4300.0;500.0;36.0;0.0
37;8000.0;8000.0;8500.0;244.0;0.0
22;6000.0;4850.0;550.0;5.0;0.0
45;25000.0;17248.0;4000.0;24.0;0.0
33;15000.0;2000.0;1165.0;144.0;0.0
27;13000.0;13590.0;3000.0;35.0;0.0
24;6200.0;5607.0;623.0;83.0;0.0
33;8000.0;11200.0;1000.0;59.0;0.0
40;11000.0;4983.0;700.0;103.0;0.0
49;15000.0;19820.0;10000.0;168.0;0.0
25;8000.0;4990.0;0.0;288.0;0.0
26;10000.0;20700.0;3000.0;240.0;2500.0
30;12000.0;12914.0;300.0;36.0;0.0
41;15000.0;7849.0;1500.0;192.0;0.0
30;11000.0;12290.0;5000.0;6.0;0.0
44;7000.0;3970.0;3500.0;257.0;0.0
44;6000.0;3000.0;590.0;113.0;0.0
40;12000.0;17060.0;2000.0;14.0;0.0
23;9000.0;3890.0;700.0;12.0;0.0
46;7000.0;17930.0;3000.0;228.0;0.0
63;9000.0;20000.0;3550.0;61.0;0.0
56;10000.0;5724.2;4239.0;3.0;0.0
36;15000.0;6744.0;750.0;53.0;0.0
57;12000.0;40000.0;5500.0;315.0;0.0
34;16000.0;9927.0;1103.0;21.0;0.0
42;10000.0;12818.0;1500.0;55.0;0.0
58;6000.0;16613.0;515.0;24.0;0.0
29;7000.0;6690.0;210.0;24.0;0.0
62;10500.0;11968.0;2112.0;108.0;1680.0
28;11500.0;15250.0;1700.0;114.0;0.0
60;6000.0;4904.0;2000.0;708.0;0.0
44;35000.0;17089.9;1900.0;36.0;0.0
27;8500.0;3130.0;350.0;108.0;0.0
44;10000.0;16045.0;2000.0;60.0;0.0
63;12000.0;11526.0;2034.0;123.0;0.0
42;6000.0;8244.0;1455.0;144.0;1441.57
30;8000.0;13300.0;2000.0;138.0;0.0
45;16000.0;16993.0;0.0;96.0;0.0
31;9000.0;27040.0;3010.0;109.0;0.0
49;11000.0;6800.0;13000.0;144.0;0.0
33;25000.0;19860.0;3000.0;120.0;0.0
50;16000.0;23103.0;2567.0;52.0;2585.0
26;12000.0;5690.0;0.0;12.0;0.0
44;6000.0;6562.0;1158.0;61.0;658.42
32;25000.0;16948.0;500.0;192.0;0.0
42;6000.0;9835.0;1100.0;264.0;0.0
24;14000.0;16833.0;1900.0;104.0;0.0
42;22000.0;9750.0;9750.0;48.0;0.0
50;12000.0;17990.0;2000.0;172.0;0.0
60;10000.0;12599.0;1400.0;276.0;2410.0
25;25000.0;7580.0;10000.0;8.0;0.0
30;5500.0;7399.0;830.0;6.0;776.59
28;27000.0;13250.0;1500.0;1.0;0.0
52;20000.0;17388.0;4000.0;336.0;0.0
48;14000.0;20000.0;10950.0;291.0;0.0
46;12000.0;5987.0;2000.0;192.0;0.0
55;8000.0;22080.0;10000.0;345.0;0.0
40;15000.0;7940.0;3500.0;108.0;0.0
23;15000.0;9199.0;1500.0;98.0;0.0
33;30000.0;21770.0;2600.0;36.0;887.79
49;25000.0;49838.0;9000.0;45.0;0.0
54;20000.0;12972.0;3023.0;84.0;0.0
25;15000.0;16690.0;3000.0;6.0;0.0
51;7500.0;3390.0;600.0;48.0;0.0
35;30000.0;15350.0;12000.0;4.0;0.0
45;12000.0;10490.0;5000.0;96.0;0.0
43;16000.0;13747.0;0.0;120.0;0.0
24;8500.0;12236.0;1360.0;288.0;0.0
55;6000.0;22561.0;698.0;259.0;0.0
46;5000.0;11977.0;1331.0;36.0;0.0
29;20000.0;10998.0;5000.0;120.0;4001.34
43;11000.0;6323.0;1116.0;283.0;0.0
35;6000.0;2860.0;320.0;224.0;0.0
57;22000.0;24850.0;10650.0;45.0;0.0
59;10600.0;10780.0;2700.0;324.0;0.0
48;30000.0;39000.0;10000.0;70.0;0.0
29;10000.0;3750.91;420.0;98.0;0.0
26;10000.0;10424.6;1160.0;63.0;0.0
50;5000.0;3063.0;541.0;108.0;0.0
42;10000.0;15824.0;6782.0;216.0;0.0
23;11000.0;7735.0;2000.0;144.0;1120.0
55;10000.0;4898.0;0.0;192.0;0.0
45;20000.0;14980.0;0.0;84.0;0.0
41;10000.0;3045.0;1433.0;180.0;850.0
56;3700.0;7497.0;1322.9;4.0;0.0
39;10000.0;37881.0;10000.0;12.0;0.0
34;8500.0;5390.0;600.0;60.0;0.0
32;8500.0;8300.0;800.0;60.0;1615.0
29;8000.0;14240.0;1600.0;36.0;0.0
37;50000.0;26200.0;6600.0;25.0;0.0
63;11000.0;8460.0;540.0;121.0;1190.0
43;10000.0;4589.0;1000.0;316.0;0.0
56;15000.0;26355.0;0.0;48.0;2960.0
32;10800.0;21505.0;3795.0;67.0;0.0
61;10000.0;16099.0;1800.0;336.0;0.0
44;15000.0;6979.0;800.0;155.0;752.9230769
29;8500.0;26920.0;12000.0;60.0;0.0
48;35000.0;34699.0;5000.0;147.0;0.0
34;15000.0;9000.0;1000.0;134.0;0.0
58;14000.0;14090.0;2500.0;312.0;0.0
40;10000.0;13170.0;3930.0;221.0;0.0
36;18000.0;16687.0;9000.0;120.0;0.0
24;15000.0;29250.0;3250.0;38.0;0.0
26;8200.0;5687.0;1003.0;300.0;0.0
23;15000.0;3419.0;380.0;6.0;0.0
41;12000.0;6120.0;680.0;130.0;0.0
22;10000.0;20720.0;3657.0;13.0;0.0
46;15000.0;7990.0;5000.0;204.0;0.0
23;23000.0;14990.0;3000.0;192.0;0.0
37;12000.0;8650.0;3000.0;114.0;0.0
23;7500.0;3987.0;443.0;271.0;0.0
22;8000.0;8690.0;1550.0;12.0;1220.0
35;5000.0;9100.0;1015.0;38.0;0.0
37;30000.0;7349.0;3150.0;120.0;0.0
58;5000.0;13570.0;1500.0;300.0;904.08
45;7000.0;22900.0;2600.0;263.0;0.0
26;16000.0;8990.0;1000.0;36.0;0.0
46;20000.0;28242.0;3138.0;228.0;0.0
45;12000.0;5770.0;1020.0;72.0;810.0
42;10000.0;4290.0;800.0;108.0;0.0
36;12000.0;23784.0;736.0;38.0;0.0
50;8500.0;12455.0;1400.0;214.0;761.8666667
24;12000.0;5850.0;1000.0;90.0;0.0
51;5500.0;2000.0;450.0;123.0;0.0
42;15000.0;29898.0;3500.0;240.0;0.0
35;9000.0;3069.9;341.1;36.0;0.0
51;10000.0;19200.0;7000.0;120.0;0.0
28;10000.0;14000.0;0.0;102.0;2630.0
44;11200.0;5100.0;1000.0;285.0;0.0
27;12000.0;3890.0;700.0;11.0;0.0
58;4500.0;3590.0;500.0;20.0;0.0
59;10000.0;7490.0;2000.0;90.0;0.0
51;15000.0;17875.0;2200.0;156.0;0.0
55;11000.0;10500.0;2000.0;107.0;0.0
22;29000.0;18399.0;4600.0;12.0;0.0
31;5000.0;10672.0;1883.0;108.0;0.0
37;10000.0;6290.0;700.0;36.0;1140.0
29;10000.0;8500.0;7000.0;23.0;0.0
49;9000.0;12080.0;1500.0;156.0;0.0
25;8000.0;13110.0;2000.0;250.0;1950.0
44;10000.0;9810.0;1090.0;77.0;0.0
25;35000.0;19959.0;7000.0;288.0;0.0
52;7000.0;6672.0;4000.0;192.0;1286.73
40;18000.0;3990.0;0.0;144.0;0.0
27;6000.0;3760.0;700.0;133.0;0.0
34;18000.0;16450.0;2000.0;204.0;0.0
31;25000.0;5083.0;565.0;41.0;0.0
36;7000.0;6964.0;774.0;192.0;0.0
33;14000.0;3238.0;360.0;84.0;0.0
53;6800.0;3195.9;1574.1;192.0;0.0
22;7100.0;8230.0;1452.0;12.0;0.0
56;12000.0;31460.0;12000.0;90.0;0.0
37;5000.0;2000.0;250.0;48.0;433.3425
27;10000.0;6300.0;6290.0;60.0;0.0
58;6000.0;3390.0;850.0;180.0;0.0
48;8700.0;22000.0;670.0;15.0;0.0
36;18000.0;9690.0;2500.0;420.0;1810.0
51;10000.0;18899.0;2100.0;295.0;0.0
43;7500.0;29858.0;3318.0;265.0;0.0
55;4950.0;4250.0;750.0;132.0;0.0
35;15000.0;14200.0;1600.0;1.0;2710.0
51;12000.0;16110.0;1790.0;232.0;0.0
27;8000.0;7350.0;900.0;116.0;0.0
50;7300.0;3600.0;4000.0;210.0;0.0
24;15000.0;10925.0;2000.0;96.0;1220.0
46;20000.0;7450.0;5000.0;300.0;0.0
50;18000.0;4576.5;508.5;203.0;0.0
55;8000.0;7621.0;1000.0;276.0;0.0
31;25000.0;37531.0;6365.0;66.0;0.0
