Customer Lifetime Value;Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
2425.494812;66841;62;4;73;0;1;0
2899.317224;33738;74;6;50;1;1;0
3633.05403;43334;95;3;72;2;1;0
3457.154249;0;91;13;89;0;1;0
3394.720301;83431;84;13;33;0;1;0
3781.4548;57647;94;3;99;0;1;0
5841.528134;0;79;17;4;0;3;0
5479.854218;38210;69;25;41;0;3;0
20455.24946;0;67;28;72;0;2;0
8319.123035;49734;69;3;41;0;2;0
5181.620895;97131;64;5;80;0;6;1
4163.79336;11689;117;7;46;0;1;0
4853.100287;17120;125;14;95;0;1;0
7531.697272;82157;188;5;33;0;1;0
3280.457296;63297;82;1;33;0;1;0
32961.15225;66014;102;34;11;0;2;0
2684.581561;98121;67;22;49;0;1;0
10392.96347;93495;129;8;0;0;9;0
9036.657561;89382;112;2;61;0;3;0
5352.18703;97742;132;6;52;0;1;0
11880.96623;0;114;29;96;0;2;0
2557.094323;0;73;30;8;0;1;0
7914.82311;77153;99;3;27;1;5;0
9840.082616;94590;81;26;31;0;2;0
4351.550504;74163;108;14;63;0;1;0
22207.82615;40450;287;8;20;3;7;0
4825.258632;0;71;8;30;0;8;0
6947.838781;0;99;12;77;0;4;0
3344.809462;33243;85;13;19;0;1;0
2357.503128;0;64;25;80;0;1;0
35944.71048;0;114;33;55;0;2;0
10408.96865;20228;101;3;43;1;2;1
4048.16129;92801;100;24;23;0;1;0
6852.001946;0;69;7;45;1;2;0
2903.024168;36845;74;14;33;0;1;0
18039.11422;0;63;28;82;0;2;0
3242.043926;72330;81;2;50;2;1;0
2467.620791;19352;65;16;0;0;1;0
5674.383424;0;62;13;6;5;2;0
8634.355958;25073;79;3;84;0;2;0
2780.196856;20261;72;4;55;0;1;0
22056.00496;66851;92;10;70;2;2;0
2514.59196;43860;65;15;58;0;1;1
5886.221122;0;180;21;68;0;1;0
7706.036295;48019;64;15;94;0;2;0
2790.458197;28786;71;30;69;1;1;0
2397.036098;22283;65;16;93;0;1;1
8834.322784;34133;111;0;72;0;7;0
14435.67365;60880;119;25;89;0;2;1
6871.966648;0;196;5;59;2;1;0
15362.35442;48115;192;15;67;0;5;0
4834.797545;32017;62;9;10;2;7;0
10899.30177;58518;136;17;9;0;3;0
5284.041003;61542;67;33;83;0;6;0
2891.726781;56761;73;31;80;1;1;0
4900.545112;22976;66;19;33;0;4;0
20842.5963;0;72;14;29;0;2;0
8415.644389;0;62;8;98;0;2;0
6630.836094;0;66;20;53;0;2;0
12036.62051;44428;104;17;61;0;2;1
3895.034766;52361;102;13;78;0;1;0
11701.06985;32435;297;24;68;0;1;0
3419.108695;40272;86;8;64;0;1;0
7302.775082;30492;61;32;68;0;2;0
19685.40911;51524;244;6;30;0;3;0
2486.064902;36635;63;20;28;0;1;0
5224.328801;83389;65;5;57;0;3;0
49221.43073;63035;153;20;97;0;2;0
3167.888725;61638;82;3;55;2;1;0
7805.31287;21073;106;25;54;1;3;1
13197.92893;0;68;19;2;3;2;1
6234.305918;0;82;26;12;0;9;0
7539.600588;0;74;23;64;0;2;0
8157.933629;86811;102;19;22;0;5;0
13156.74895;72517;82;33;27;0;2;0
5107.624201;0;77;2;71;0;9;0
5339.388388;84424;66;18;71;0;9;0
8649.175023;43383;109;7;60;0;8;0
7519.133631;96306;95;12;17;1;6;1
4293.009593;0;61;18;15;0;8;0
4529.062612;65134;112;28;48;0;1;0
13160.3389;94125;109;33;21;0;2;0
13235.54436;39778;112;23;49;0;2;0
3744.577726;0;101;3;32;0;1;0
28486.0728;91871;102;5;3;0;2;0
2644.684556;54000;66;15;45;0;1;0
5073.282126;57709;125;10;26;0;1;1
4272.585137;81132;107;19;52;0;1;0
11003.01645;22926;93;1;99;0;2;0
14181.64282;0;72;15;91;2;2;0
8875.965501;69205;110;20;56;0;6;0
11077.68591;78011;138;14;42;0;3;0
2435.689035;32931;62;16;45;0;1;0
8743.852187;99517;109;2;93;0;3;0
2409.760898;59665;62;33;3;1;1;0
2499.498786;28082;64;9;63;0;1;0
8528.288669;91099;107;14;37;0;3;0
3591.996064;28013;91;16;13;0;1;0
8539.826923;55478;71;7;1;0;2;0
6990.917824;22568;88;31;63;0;6;0
3979.388247;0;112;11;3;0;1;0
23950.37443;39335;201;0;11;0;2;0
2321.052528;0;66;0;10;0;1;0
5087.020469;0;72;12;70;0;3;0
4362.931238;58842;110;6;74;0;1;1
7457.468107;0;69;15;73;0;2;0
7027.759594;0;102;11;90;0;5;0
2831.683664;70037;70;6;61;0;1;0
4217.857932;0;62;19;75;0;3;0
7596.291531;59847;192;28;62;0;1;0
8365.677648;26630;118;19;27;0;8;0
2726.392968;48039;68;4;37;0;1;0
3420.452207;0;92;2;38;0;1;0
4839.107156;0;137;18;50;0;1;0
4358.553534;0;118;18;91;0;1;0
7255.953792;88891;89;17;56;0;3;0
23515.85325;36537;85;19;4;0;2;0
8396.327608;0;115;18;80;1;3;0
5170.976384;53603;132;30;1;1;1;0
5585.30807;0;80;14;17;0;9;0
8639.49502;92374;107;16;9;1;3;0
5281.833471;39658;66;32;53;0;7;0
8385.252347;0;116;0;35;0;7;0
4633.101259;0;70;0;86;0;3;0
2480.392738;0;65;1;60;0;1;0
3618.686938;50755;91;21;25;0;1;0
2480.045899;93383;62;31;64;0;1;0
4893.291507;0;73;11;56;0;5;0
10737.68425;50607;137;15;0;0;9;0
2616.613903;72302;66;6;27;0;1;1
15725.25053;0;149;16;70;0;2;0
9553.415528;0;146;20;14;0;4;0
7507.455372;60920;64;10;61;0;2;1
7324.928202;0;105;4;98;0;6;0
5333.038137;55674;66;10;95;0;3;0
12767.23056;0;189;28;90;0;5;0
2829.863912;25317;71;15;97;0;1;0
3483.630439;42983;86;28;18;0;1;0
4636.54647;26802;66;7;43;1;5;1
17530.03658;0;97;27;96;0;2;0
6978.719808;53808;88;26;91;0;7;0
2912.248444;93403;73;18;32;0;1;0
4209.279338;26435;111;32;50;1;1;0
5009.808888;0;68;21;69;0;7;0
5217.513287;39854;66;6;4;0;7;1
11490.33618;0;161;0;94;0;3;0
2864.544017;91368;71;13;95;0;1;0
8403.910248;0;115;11;63;0;8;0
20395.96875;92850;104;3;28;1;2;0
36470.3024;0;113;0;9;3;2;0
16727.77186;30915;72;1;6;2;2;0
5801.128252;48927;72;1;51;0;9;0
9472.973811;0;86;30;32;0;2;0
10484.91535;61108;89;22;93;0;2;1
4387.31087;48015;110;24;57;0;1;0
4522.883533;0;61;8;78;0;9;0
5418.152088;57587;68;4;83;0;7;0
5246.057249;70301;67;7;43;0;7;0
15785.29692;81119;196;3;67;0;3;0
22110.39804;65724;70;13;66;0;2;0
9540.923395;53351;119;4;7;0;6;0
4756.12617;56146;119;0;91;0;1;0
2447.053134;84658;62;21;93;0;1;0
5675.923323;33257;72;15;14;1;4;0
2491.257604;25965;65;23;27;0;1;1
7308.433864;31115;92;21;20;0;3;0
32871.74779;78487;117;5;17;0;2;0
5228.92013;92472;65;0;3;0;3;0
20700.8645;0;64;9;17;0;2;0
5800.171881;25472;73;5;86;0;9;0
4330.38602;60475;107;9;18;0;1;1
6292.735356;26577;79;9;40;0;7;0
4917.889638;0;71;27;81;0;5;0
5165.810048;43461;64;24;47;0;6;0
6291.589959;0;94;2;61;0;6;0
4582.67415;69085;113;10;14;0;1;0
6062.441614;0;84;1;94;0;5;0
3417.204953;42526;86;12;71;0;1;0
5830.561364;0;77;11;36;0;6;0
3742.579083;0;110;35;78;1;1;0
3849.596697;0;106;10;32;0;1;0
15265.81488;58361;95;17;16;0;2;0
5317.807221;74092;67;17;72;0;3;0
2374.80917;0;64;2;52;0;1;0
5639.941974;73168;70;21;50;0;3;1
3362.414442;22853;87;16;89;0;1;0
4512.204391;0;125;6;44;0;1;0
7264.803903;12075;94;16;23;0;5;0
8658.863813;62464;109;23;45;0;4;1
5498.940679;22520;73;17;64;0;3;1
5599.382893;35012;72;0;50;0;6;0
15228.19865;95140;126;6;52;0;2;0
3644.833554;82477;90;1;69;0;1;1
3693.440833;85871;92;4;25;1;1;0
8742.05776;71592;72;15;18;0;2;0
5275.626956;70446;65;31;99;0;9;0
9283.737773;24314;235;20;60;0;1;0
2551.226692;79751;63;15;67;0;1;1
5811.918112;83318;72;21;58;0;3;0
4064.670639;26161;109;8;70;0;1;0
2841.443088;30473;72;20;35;0;1;0
6832.133872;50472;87;6;67;0;3;0
5201.971427;94186;64;20;50;0;3;0
5484.588155;47611;69;17;65;0;4;0
7672.681366;0;103;17;56;0;4;0
8272.485353;91245;69;16;50;0;2;0
3330.672761;45944;83;20;4;0;1;0
5562.456386;59649;69;33;71;1;8;0
2452.738575;52785;61;2;90;0;1;0
7920.28288;59648;66;20;72;0;2;0
3861.486269;93272;95;3;54;0;1;1
5764.784159;22134;72;13;81;0;3;0
5375.842787;69050;67;17;38;0;3;0
2882.350556;87798;71;18;73;0;1;0
2213.187935;0;63;0;66;0;1;0
9429.629367;43811;117;24;10;0;4;0
6239.257541;0;91;25;63;0;3;0
7668.809595;92456;95;8;3;0;4;0
13770.97618;59207;116;23;21;0;2;1
2742.844251;64519;69;6;29;1;1;0
13466.92071;11432;119;11;9;0;2;1
8858.352032;0;80;6;28;0;2;0
8485.330004;32607;111;27;79;1;8;0
7744.644444;26444;196;4;14;0;1;0
5894.907375;39381;74;6;55;1;7;0
5770.684097;0;83;21;67;0;8;0
5261.117506;90217;66;14;88;1;5;0
2403.53947;24248;70;33;82;3;1;0
9124.600015;99368;113;34;6;0;3;0
26180.80528;68189;82;10;17;1;2;0
15641.25856;32370;130;31;84;0;2;0
2574.020376;34990;65;23;73;0;1;1
5319.838729;25714;67;17;57;0;5;0
7496.006588;61091;95;17;64;0;8;0
12174.58958;88184;104;5;97;3;2;0
2605.570828;60252;65;10;8;0;1;0
2707.20846;80985;67;0;52;0;1;0
5528.212807;36088;72;16;31;0;9;1
8819.018934;99845;110;23;25;1;8;1
19014.47625;29822;61;17;44;0;2;0
8169.513982;40803;71;8;19;3;2;0
7708.883885;71134;98;21;95;3;8;0
5528.212807;36088;72;16;31;0;9;1
12128.4467;29431;103;29;35;0;2;0
9080.28284;68073;114;16;63;0;8;0
6796.844769;17937;65;1;27;0;2;0
2867.312197;23376;78;19;18;0;1;1
2395.57;21986;63;1;9;0;1;1
7094.167717;23032;89;30;22;0;7;0
4128.091334;32114;104;22;50;0;1;0
4046.936065;13330;117;33;74;0;1;0
4869.282783;44934;61;9;60;0;4;0
2902.151897;96137;73;17;34;2;1;0
4282.947971;40864;109;16;70;1;1;1
7750.120323;22668;67;5;34;1;2;0
6627.174629;90751;82;2;22;1;8;0
7474.605769;44186;64;9;96;2;2;0
5561.291397;92678;70;0;67;0;3;0
6098.462114;74257;76;16;91;0;3;0
2859.52893;99981;71;2;22;0;1;0
5994.424627;0;91;26;89;0;6;0
5635.249486;19591;74;8;79;0;4;0
5067.208338;29095;127;2;80;0;1;0
2263.284608;0;62;25;15;0;1;0
14435.67365;60880;119;25;89;0;2;1
4928.397077;61785;61;31;47;0;5;0
12036.62051;44428;104;17;61;0;2;1
8564.768226;95697;107;29;29;0;9;1
2361.883909;18064;63;10;45;2;1;0
5565.693282;74720;70;15;99;0;3;0
5146.80976;22594;67;22;41;0;3;0
2938.080327;40987;73;6;15;0;1;0
14432.74644;24561;126;1;31;0;2;0
13027.41984;76456;83;27;34;1;2;0
2451.988783;65828;62;22;3;0;1;0
4661.984144;0;68;0;48;1;5;0
5600.010179;63621;70;8;48;0;5;0
4016.132772;10074;107;33;42;0;1;0
22195.80299;78965;183;3;78;0;2;0
7343.353716;0;68;16;57;0;2;0
4804.514274;23604;64;4;86;0;8;0
2735.538859;99205;68;7;21;0;1;0
6940.972823;0;92;4;60;0;3;0
2396.219292;0;66;6;71;2;1;1
5380.898636;55350;67;0;13;0;9;1
8432.815731;21052;111;12;55;0;5;0
7556.507482;0;69;5;64;0;2;0
7787.431684;24664;69;12;15;0;2;0
4787.812897;45225;124;15;83;0;1;0
9707.647552;30430;86;6;77;0;2;0
2552.226197;35149;64;26;33;0;1;0
5223.429265;16513;71;23;37;0;6;0
5010.44933;10892;66;16;9;0;3;0
5597.12496;37995;139;16;50;0;1;1
4457.936252;54704;113;6;75;0;1;0
8200.78728;25381;71;22;62;0;2;0
2746.080105;0;74;5;75;0;1;0
10215.77915;18150;67;17;34;0;2;0
2453.570794;29735;69;3;92;0;1;1
5872.958817;77156;73;30;39;0;7;0
3118.927949;88782;78;6;38;0;1;0
5568.656492;51489;139;14;10;0;1;0
9029.71466;16972;125;17;89;0;5;0
7591.827171;99359;95;16;19;0;9;0
2255.312942;58289;62;18;92;4;1;0
32613.69038;45173;268;20;57;0;2;0
9445.649461;93246;78;31;24;0;2;0
6803.596768;43758;171;16;29;0;1;0
9766.217126;75651;81;23;60;0;2;0
7294.846132;0;67;13;91;0;2;0
5682.515346;36938;70;32;31;0;3;0
6332.941818;50843;82;12;65;0;3;0
4916.577034;21907;62;6;47;0;3;0
4798.240889;77846;119;8;45;0;1;0
10408.96865;20228;101;3;43;1;2;1
9247.464417;97030;76;14;24;0;2;0
7322.92885;80864;182;5;30;0;1;0
8275.900104;48197;106;10;61;0;6;0
5635.403677;70837;73;7;19;4;3;0
14970.28509;85297;93;7;91;0;2;0
9336.336922;70177;115;12;34;0;8;0
48356.96084;52499;138;0;61;0;2;0
5686.915259;63143;71;31;85;0;3;0
8622.835375;97361;73;6;85;0;2;1
5079.674786;50052;130;6;50;0;1;0
5623.314472;11612;71;20;92;0;5;0
5270.013569;78115;65;1;12;0;4;0
8621.172176;81947;71;12;78;0;2;0
7918.334928;44698;211;0;88;4;1;0
21034.01815;26876;66;12;53;0;2;0
15417.6822;69841;192;0;66;0;7;0
8692.636838;97768;72;22;14;0;2;0
6503.143913;0;187;6;12;0;1;0
31642.10463;89057;98;17;90;0;2;0
5914.951808;50217;74;18;2;0;9;0
4645.839058;0;71;3;33;0;3;0
6826.797741;0;68;13;26;0;2;0
3982.180708;38500;99;26;49;1;1;0
2887.779742;62018;71;21;0;0;1;0
2252.416825;0;65;13;84;0;1;0
8458.531323;57394;106;8;11;0;3;0
7478.313695;23530;65;22;34;0;2;0
3788.649817;48887;95;26;25;0;1;0
5220.685297;68867;129;19;91;0;1;0
7130.294828;12062;63;3;42;0;2;0
8513.592687;59230;107;11;56;0;5;0
5660.133806;59586;72;6;70;0;3;0
4082.170583;57506;102;24;43;0;1;0
5318.89664;25134;67;3;0;0;6;1
4160.162571;0;61;3;58;0;5;0
2237.347771;0;61;19;44;0;1;0
3460.12299;0;100;15;96;1;1;0
16005.50507;44901;70;15;56;2;2;0
6986.603722;0;93;21;8;0;3;0
8826.961501;28463;113;0;45;2;7;0
4726.869327;13037;124;28;49;0;1;1
27443.47482;82320;99;4;2;1;2;0
7247.313475;0;104;9;58;0;7;0
5137.852105;78460;64;3;93;0;4;0
2739.05724;0;92;26;11;4;1;0
5092.793862;46922;64;34;12;0;3;0
5799.826802;60689;74;29;67;0;7;0
5507.063242;0;71;3;38;0;3;0
10484.91535;61108;89;22;93;0;2;1
8501.279969;98003;107;4;46;0;7;0
8426.057283;0;74;30;37;0;2;0
6503.397049;22081;84;1;9;0;6;1
46805.22306;83006;235;8;61;1;2;0
4834.710493;38713;66;31;69;4;6;1
2575.3237;28700;68;2;65;3;1;0
37111.65952;61552;115;1;95;0;2;0
4371.190437;56718;113;7;95;1;1;0
16796.33604;66776;71;11;45;0;2;0
7988.506358;58268;67;12;82;0;2;0
2269.841123;0;68;22;43;0;1;0
4991.47197;12608;66;23;72;1;3;0
2921.930882;63499;73;21;79;0;1;0
7613.193095;36247;96;35;29;0;7;0
5827.409742;30228;73;28;44;0;5;0
2600.641181;0;74;19;4;0;1;0
8491.465719;0;116;3;97;0;3;0
9778.733613;99364;121;3;37;0;5;0
22658.53652;23665;67;19;50;0;2;1
10004.02761;0;94;7;4;0;2;0
4872.774396;69247;61;12;64;1;3;0
7444.814633;56047;92;26;29;0;5;0
5761.11121;28919;73;11;76;0;5;0
5366.779081;0;70;5;29;0;4;0
6259.477847;0;83;8;78;0;4;0
7623.580733;69900;64;23;68;0;2;0
10963.95723;55687;276;33;91;0;1;1
7427.845088;78294;92;6;35;0;3;0
4951.656084;46896;62;9;33;1;4;0
4665.129599;0;62;26;62;0;3;0
6021.842473;0;168;11;46;0;1;0
3074.105486;0;104;25;33;3;1;0
4953.086407;21385;127;14;37;0;1;0
7780.489322;87128;97;26;45;0;3;0
7992.779105;35434;66;19;26;0;2;0
4170.687348;29462;107;28;23;1;1;1
23228.23674;53243;102;26;96;3;2;0
5445.81699;21006;139;14;9;1;1;0
4558.498445;0;65;24;93;0;9;0
5528.212807;36088;72;16;31;0;9;1
10390.66647;28948;131;7;57;0;3;0
7142.54905;24417;185;22;25;0;1;0
5469.542959;67099;69;11;24;0;6;0
11628.73401;97830;96;3;61;0;2;0
10189.65429;0;101;15;90;0;2;0
2733.431887;93558;67;19;5;0;1;0
4014.453113;37384;99;9;17;0;1;1
7119.531925;28227;62;14;24;0;2;0
11772.79068;51008;74;5;95;0;2;0
2381.790787;78185;61;23;54;0;1;0
5208.35385;0;74;35;2;0;3;0
5018.727893;0;68;34;68;0;4;0
11900.54484;97205;100;22;40;2;2;0
7399.032079;0;101;28;34;0;6;0
5674.381244;26225;72;18;25;1;7;0
7271.43404;20545;70;23;86;0;2;0
3164.494011;0;83;20;32;0;1;0
2661.033435;35503;67;14;95;0;1;0
14140.55885;58988;118;3;76;0;2;0
7654.227067;0;74;16;89;1;2;0
2199.73952;0;64;21;5;0;1;0
2004.350666;0;66;16;35;4;1;1
13111.11319;67197;111;2;9;0;2;0
15762.60349;39032;198;31;15;0;7;0
13197.92893;0;68;19;2;3;2;1
2787.539793;34927;70;5;2;0;1;0
3436.134281;30817;88;25;43;0;1;1
2713.36798;31535;70;27;46;0;1;0
2867.312197;23376;78;19;18;0;1;1
14590.24583;46244;62;8;3;0;2;0
6652.474492;34886;84;3;40;0;5;0
2444.621056;0;66;27;51;0;1;0
11314.24394;62935;141;29;27;0;7;0
10972.06778;24164;137;2;40;0;5;1
3189.66703;0;87;6;3;0;1;0
19357.37201;0;68;20;66;1;2;0
7227.120364;40153;61;1;99;0;2;0
7857.303868;0;104;12;7;0;3;0
5181.620895;97131;64;5;80;0;6;1
4281.062223;23712;106;2;12;0;1;0
11513.16291;0;64;26;72;0;2;0
5147.11023;33171;65;27;17;0;3;0
8663.497618;0;83;18;90;1;2;0
2535.321683;0;68;24;73;0;1;0
21504.3388;60228;112;23;28;1;2;0
7349.32849;27072;93;24;27;0;8;0
8509.850887;26057;74;3;63;0;2;1
4297.189057;66331;107;0;74;0;1;0
2778.323903;66030;69;33;19;1;1;0
5532.863336;59768;71;6;93;1;3;0
17476.64139;45106;73;22;21;0;2;0
10479.89966;78435;130;11;19;0;4;0
2242.574431;0;63;31;99;1;1;0
2754.45676;79507;70;7;17;3;1;0
8041.20055;44986;101;14;83;0;3;0
6042.9119;25899;79;10;11;0;8;0
2827.43885;13610;74;7;64;0;1;0
22041.85643;0;65;11;15;0;2;0
2796.802191;77362;70;14;25;0;1;0
4072.849436;96443;102;1;17;0;1;0
5182.462266;0;135;2;41;1;1;0
6131.663176;90778;76;31;29;0;7;0
2392.13114;0;65;11;62;0;1;0
3209.663044;78494;79;6;40;0;1;0
2808.606027;83497;69;28;15;0;1;0
4362.931238;58842;110;6;74;0;1;1
6880.468875;63935;87;20;63;0;6;0
3591.066675;0;96;5;35;0;1;0
5201.252168;0;69;1;79;0;4;0
5521.542577;0;77;20;89;0;9;0
5071.651522;62258;65;14;17;0;5;0
2921.681366;0;80;10;81;0;1;0
15806.53397;58516;98;14;75;0;2;0
4942.630606;23285;65;30;22;0;7;0
4167.419574;56901;104;29;82;0;1;0
6514.954043;0;61;12;75;1;2;0
9189.518267;99443;117;6;6;4;5;0
8231.223361;0;113;4;70;0;4;0
3095.175379;88246;77;3;27;1;1;0
74228.51604;0;242;1;34;0;2;0
7582.113842;64801;64;23;19;0;2;1
16344.60809;57029;68;24;97;0;2;0
11763.15249;28045;99;7;99;0;2;0
4053.373793;44661;101;2;1;0;1;0
3311.15793;21246;83;19;51;0;1;0
3528.044252;31278;92;24;95;4;1;1
5595.389905;74454;71;25;29;0;3;1
5089.694325;62474;63;20;63;0;5;0
22337.1631;0;130;9;43;0;2;0
4792.830533;20647;63;17;10;0;7;0
27789.69235;33806;89;32;59;0;2;1
7511.660568;0;70;9;96;0;2;0
18767.55161;0;111;13;55;0;2;0
4987.643113;19589;127;26;44;0;1;0
5123.196814;22338;67;9;37;1;9;0
5989.773931;66839;154;33;24;0;1;1
5185.797582;99428;64;16;25;1;5;0
5828.1822;31364;74;28;47;0;3;0
13755.54279;15340;121;12;47;0;2;0
9767.936882;36225;123;7;84;0;8;0
12097.91224;0;107;18;79;0;2;0
2265.318569;0;61;5;21;0;1;0
5719.088678;77601;71;27;48;0;6;0
10171.47779;74243;84;34;2;0;2;0
10517.15638;46707;133;7;9;0;8;0
4303.471379;0;116;6;63;0;1;0
11926.75329;50234;101;12;1;0;2;0
16531.70376;75526;103;26;68;1;2;0
13579.29911;0;193;30;38;0;7;0
5437.443727;28343;69;19;88;0;8;0
5103.296644;74948;64;23;43;0;8;0
4583.100889;22728;116;28;81;0;1;0
6409.627461;0;99;14;48;2;9;0
8991.98452;17331;117;13;39;0;6;0
12232.77625;35133;102;2;31;0;2;0
5126.038871;63147;64;1;91;0;4;0
11014.1636;67575;91;27;85;0;2;0
3819.619502;0;111;29;76;0;1;0
8404.395122;48315;71;34;56;0;2;0
9035.671134;34337;113;20;44;0;9;1
5453.707634;33818;72;6;34;4;3;0
3766.366587;22439;98;30;63;0;1;0
7283.934392;79055;186;32;24;1;1;0
2745.249838;45191;69;18;34;0;1;0
2626.279436;41990;66;23;19;0;1;0
2456.816647;50979;61;25;45;1;1;0
8453.677668;59888;106;6;14;0;3;0
3508.569533;20978;98;19;96;1;1;1
2877.354255;32807;73;10;10;0;1;0
7840.165778;58414;210;7;24;2;1;1
2771.045031;50071;71;3;32;0;1;1
5339.488286;67796;69;7;24;4;8;0
6837.536476;90750;170;30;47;0;1;0
13024.13012;0;125;6;61;0;2;1
5659.238384;69387;71;16;37;0;3;0
5532.462342;29084;71;14;59;1;3;0
7943.513275;60214;100;8;16;1;4;0
9774.605777;96018;122;8;60;0;3;0
13596.19972;20128;70;28;10;2;2;0
23208.39416;60233;116;29;63;0;2;0
7325.892726;52920;93;18;95;0;3;0
4170.340729;90310;104;9;39;0;1;0
7840.165778;58414;210;7;24;2;1;1
17786.2778;99790;64;24;8;0;2;0
19378.9078;21159;73;35;14;0;2;0
2638.140052;79699;65;24;12;0;1;0
9148.877887;68236;114;2;75;0;6;0
13770.97618;59207;116;23;21;0;2;1
10515.96779;21499;135;34;28;1;3;0
5821.684337;77563;143;35;58;0;1;0
3095.803437;33415;78;15;44;0;1;0
10598.54249;20179;133;29;0;1;5;0
7695.122957;50147;101;4;37;0;3;0
6819.23119;22492;85;34;88;0;7;0
8689.822524;0;99;25;57;5;2;0
8131.779152;93715;102;9;43;2;4;0
3815.321577;23540;103;30;23;2;1;0
11638.89947;25370;102;10;77;0;2;1
22800.53543;68771;96;10;70;0;2;0
4462.997006;0;73;35;52;3;5;1
13151.83203;68562;108;29;52;0;2;0
14019.97546;36733;71;21;28;0;2;0
2931.155192;45768;73;33;27;0;1;0
4774.751709;0;64;34;47;0;7;0
8471.417471;63513;70;13;76;0;2;0
5431.219117;58161;68;19;19;0;5;0
5689.644114;83640;70;20;13;0;4;0
3686.723847;0;96;2;88;0;1;0
3992.583886;0;111;35;68;0;1;0
3479.137523;0;104;13;29;0;1;0
2502.637401;0;66;8;11;0;1;0
3265.156348;25820;82;10;69;0;1;1
4455.843406;0;121;16;64;0;1;0
7704.95848;30366;101;25;13;2;3;0
2750.705045;51789;70;8;34;0;1;0
13024.13012;0;125;6;61;0;2;1
2538.62632;18608;71;13;24;0;1;1
2585.955652;83758;64;27;34;0;1;0
5096.673223;22886;65;9;81;0;3;1
10083.48688;11828;90;18;84;0;2;1
4943.386117;44762;62;14;11;0;6;0
6516.214888;0;175;12;60;0;1;0
8838.085637;82664;114;24;10;3;9;1
3810.238281;0;108;7;57;0;1;0
6334.466403;0;63;1;21;0;2;0
11665.09779;84978;72;12;51;1;2;0
10972.06778;24164;137;2;40;0;5;1
6006.963446;0;80;5;10;0;8;0
2656.713092;62777;67;34;32;0;1;0
2359.423599;19864;63;22;96;0;1;1
12036.62051;44428;104;17;61;0;2;1
8467.387317;21139;113;15;93;0;5;0
9392.557553;0;88;4;52;0;2;0
5227.230377;11896;69;29;57;0;5;0
2693.75925;0;73;35;87;1;1;0
2227.072755;27972;61;7;38;0;1;1
2326.864833;0;62;26;98;0;1;0
16794.31422;38399;106;12;6;0;2;0
5016.827946;20868;63;19;13;0;8;0
7757.924239;49682;101;30;49;0;3;0
8609.158215;79090;107;2;74;0;3;1
5275.056933;81850;132;1;75;0;1;0
5746.32619;22906;76;17;27;0;8;0
2705.987629;0;83;15;85;1;1;0
6186.265217;37138;83;12;1;2;9;0
22445.28088;0;71;32;35;0;2;0
6277.844624;21024;82;32;8;1;9;0
7215.821106;0;103;25;80;0;9;0
6514.430592;77135;84;3;37;3;8;0
34708.87261;0;109;3;19;0;2;0
4216.19522;0;114;3;70;0;1;0
13158.37206;72845;108;13;28;0;2;0
2917.539465;51622;74;29;32;0;1;0
6355.678846;0;61;25;79;0;2;0
13269.59942;15616;114;20;96;1;2;0
5880.256499;0;82;31;25;0;8;0
5926.729379;23091;96;28;90;5;5;1
4121.252137;0;67;7;8;3;3;0
7956.152761;22699;74;11;76;4;2;0
24127.50402;14072;71;13;3;0;2;1
26864.20332;81713;74;0;41;0;2;0
31934.62164;56516;199;26;46;0;2;0
5132.684537;0;73;21;31;0;3;0
4759.624343;26747;61;11;44;0;3;0
2637.942355;63422;66;8;68;0;1;0
6503.397049;22081;84;1;9;0;6;1
12786.66898;0;180;14;70;0;4;0
3147.973444;29698;83;17;89;2;1;0
5618.485357;24518;74;23;62;0;3;0
3230.576665;62873;81;0;41;0;1;1
7434.675149;28377;94;26;99;0;3;0
11714.78278;21102;100;0;81;0;2;0
2009.772923;0;65;12;57;2;1;0
6625.472768;0;88;2;43;0;3;0
9567.711298;81410;119;8;86;0;7;0
18474.71111;27869;67;18;59;0;2;0
12157.32992;57449;103;6;28;0;2;1
2956.358303;40901;74;2;36;0;1;0
3963.394851;88701;99;7;4;0;1;0
10896.04838;29365;137;14;78;0;7;0
6081.048248;0;82;26;33;0;3;0
30141.61738;0;103;9;72;0;2;0
5737.233278;56455;73;17;5;2;8;0
16979.79757;35095;73;25;56;0;2;1
10915.35877;0;155;9;62;1;8;0
3808.122147;94903;94;3;38;0;1;1
5408.911507;80192;67;22;24;0;7;0
13419.39623;0;122;15;11;0;2;0
3237.996209;60244;83;3;72;3;1;1
10357.62776;52735;65;21;19;0;2;0
11619.91802;78275;72;12;36;0;2;0
8209.054963;77282;102;8;54;0;3;0
3096.511217;21604;79;14;28;0;1;1
4804.35851;51962;125;8;2;4;1;0
4786.054889;0;68;4;67;0;9;0
15886.03136;56362;197;30;47;1;6;0
5285.079293;85753;66;23;14;1;8;0
2945.370362;36167;76;9;79;3;1;0
18089.79629;68568;223;5;28;1;6;0
10208.92761;35482;129;21;59;0;3;1
20708.25881;92079;65;12;68;1;2;0
5247.852585;0;77;0;84;0;3;0
5179.55248;0;165;29;6;2;1;0
4513.435299;34558;113;32;24;0;1;0
5297.625945;14775;69;11;44;0;5;0
5377.014781;35637;68;13;11;0;9;0
7661.388132;66726;97;3;60;1;7;0
