TARGET;GEN_INDUSTRY;GEN_TITLE;ORG_TP_STATE;ORG_TP_FCAPITAL;JOB_DIR
0;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Другое;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Торговля;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Металлургия/Промышленность/Машиностроение;Высококвалифиц. специалист;Государственная комп./учреж.;С участием;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Сельское хозяйство;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Служащий;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;;;;;
0;Салоны красоты и здоровья;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Государственная служба;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Строительство;Руководитель низшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Салоны красоты и здоровья;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Бухгалтерия, финансы, планир.
0;;;;;
0;;;;;
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Служащий;Государственная комп./учреж.;Без участия;Снабжение и сбыт
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Торговля;Рабочий;Частная компания;Без участия;Вспомогательный техперсонал
0;Образование;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Служащий;Государственная комп./учреж.;Без участия;Адм-хоз. и трансп. службы
0;Строительство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;;;;;
0;Здравоохранение;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Индивидуальный предприниматель;Без участия;Вспомогательный техперсонал
0;;;;;
0;Здравоохранение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Металлургия/Промышленность/Машиностроение;Рабочий;Некоммерческая организация;Без участия;Участие в основ. деятельности
1;Коммунальное хоз-во/Дорожные службы;Рабочий;Государственная комп./учреж.;Без участия;Снабжение и сбыт
0;Торговля;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;;;;;
0;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Снабжение и сбыт
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Бухгалтерия, финансы, планир.
0;Строительство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Сельское хозяйство;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Сборочные производства;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Сборочные производства;Специалист;Частная компания;Без участия;Бухгалтерия, финансы, планир.
0;Энергетика;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Информационные услуги;Высококвалифиц. специалист;Частная компания;Без участия;Пр-техн. обесп. и телеком.
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Транспорт;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Салоны красоты и здоровья;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Другие сферы;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Транспорт;Руководитель низшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Руководитель высшего звена;Частная компания;Без участия;Участие в основ. деятельности
1;Образование;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Служба безопасности
1;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Энергетика;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Ресторанный бизнес/Общественное питание;Работник сферы услуг;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Работник сферы услуг;Частная компания;Без участия;Вспомогательный техперсонал
0;Торговля;Специалист;Частная компания;Без участия;Снабжение и сбыт
0;;;;;
0;Государственная служба;Военнослужащий по контракту;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Частная компания;Без участия;Бухгалтерия, финансы, планир.
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Транспорт;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
1;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Вспомогательный техперсонал
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
1;Транспорт;Рабочий;Частная компания;Без участия;Юридическая служба
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
1;Торговля;Служащий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Салоны красоты и здоровья;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;ЧОП/Детективная д-ть;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Торговля;Служащий;Частная компания;Без участия;Адм-хоз. и трансп. службы
1;Химия/Парфюмерия/Фармацевтика;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Развлечения/Искусство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Сборочные производства;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Индивидуальный предприниматель;Без участия;Снабжение и сбыт
0;Сельское хозяйство;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная ком. с инос. капиталом;Без участия;Участие в основ. деятельности
0;Государственная служба;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Салоны красоты и здоровья;Высококвалифиц. специалист;Частная компания;Без участия;Снабжение и сбыт
0;Государственная служба;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;С участием;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Страхование;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Здравоохранение;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Строительство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
1;Государственная служба;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Химия/Парфюмерия/Фармацевтика;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Информационные услуги;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Ресторанный бизнес/Общественное питание;Рабочий;Частная компания;Без участия;Вспомогательный техперсонал
0;Банк/Финансы;Служащий;Государственная комп./учреж.;Без участия;Бухгалтерия, финансы, планир.
0;Энергетика;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Государственная служба;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;СМИ/Реклама/PR-агенства;Специалист;Частная компания;Без участия;Бухгалтерия, финансы, планир.
1;ЧОП/Детективная д-ть;Работник сферы услуг;Частная компания;Без участия;Служба безопасности
0;;;;;
0;Коммунальное хоз-во/Дорожные службы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Развлечения/Искусство;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Частная компания;Без участия;Вспомогательный техперсонал
1;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;;;;;
0;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Энергетика;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Химия/Парфюмерия/Фармацевтика;Рабочий;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Энергетика;Рабочий;Частная компания;Без участия;Пр-техн. обесп. и телеком.
0;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Здравоохранение;Работник сферы услуг;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель низшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Работник сферы услуг;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Кадровая служба и секретариат
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Другие сферы;Работник сферы услуг;Частная компания;Без участия;Вспомогательный техперсонал
0;Здравоохранение;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Некоммерческая организация;Без участия;Адм-хоз. и трансп. службы
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Служба безопасности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Бухгалтерия, финансы, планир.
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Другие сферы;Рабочий;Частная компания;Без участия;Адм-хоз. и трансп. службы
0;Коммунальное хоз-во/Дорожные службы;Работник сферы услуг;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Служащий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Государственная служба;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Работник сферы услуг;Частная компания;Без участия;Участие в основ. деятельности
0;Сборочные производства;Рабочий;Государственная комп./учреж.;Без участия;Служба безопасности
0;Государственная служба;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Здравоохранение;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Работник сферы услуг;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Некоммерческая организация;Без участия;Вспомогательный техперсонал
0;Подбор персонала;Работник сферы услуг;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Работник сферы услуг;Индивидуальный предприниматель;Без участия;Снабжение и сбыт
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Образование;Другое;Государственная комп./учреж.;Без участия;Адм-хоз. и трансп. службы
0;;;;;
1;Транспорт;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Работник сферы услуг;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Частная компания;Без участия;Вспомогательный техперсонал
0;ЧОП/Детективная д-ть;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Здравоохранение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Работник сферы услуг;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;СМИ/Реклама/PR-агенства;Руководитель среднего звена;Частная компания;Без участия;Реклама и маркетинг
1;Образование;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Транспорт;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Адм-хоз. и трансп. службы
0;Информационные услуги;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Строительство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Энергетика;Специалист;Государственная комп./учреж.;С участием;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Некоммерческая организация;Без участия;Вспомогательный техперсонал
1;;;;;
0;;;;;
1;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Здравоохранение;Руководитель высшего звена;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Частная компания;Без участия;Кадровая служба и секретариат
0;;;;;
1;Другие сферы;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Служащий;Частная компания;Без участия;Снабжение и сбыт
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Частная компания;С участием;Участие в основ. деятельности
1;Торговля;Рабочий;Индивидуальный предприниматель;Без участия;Вспомогательный техперсонал
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Юридическая служба
1;;;;;
0;Здравоохранение;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Государственная комп./учреж.;Без участия;Бухгалтерия, финансы, планир.
0;Строительство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
1;Коммунальное хоз-во/Дорожные службы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Транспорт;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
