Customer Lifetime Value;Coverage;Education;EmploymentStatus;Gender;Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
7739.550403;Extended;Bachelor;Employed;F;64859;96;24;11;0;8;No
2175.740021;Basic;College;Unemployed;F;0;61;31;15;0;1;No
3275.16199;Extended;High School or Below;Employed;F;69263;81;8;12;2;1;No
2652.695343;Basic;Bachelor;Employed;M;82655;66;8;93;0;1;No
5048.226244;Basic;High School or Below;Employed;F;29401;65;30;56;0;4;No
5515.41017;Extended;Bachelor;Unemployed;M;0;79;5;62;0;7;No
4858.429375;Basic;College;Employed;F;26480;63;13;17;0;3;No
2144.921535;Basic;High School or Below;Unemployed;F;0;61;34;35;1;1;No
6042.618486;Extended;Bachelor;Unemployed;M;0;83;12;21;0;5;No
3387.203337;Extended;High School or Below;Employed;F;73268;84;18;18;0;1;No
10864.27491;Basic;Doctor;Employed;F;95579;67;19;78;0;2;No
8842.650024;Basic;Master;Employed;F;42142;112;1;8;0;3;No
4389.279424;Basic;Bachelor;Employed;M;26676;112;7;96;0;1;No
30763.25637;Basic;Bachelor;Employed;M;41279;115;1;30;0;2;No
20725.37773;Premium;Bachelor;Disabled;M;15529;273;1;64;0;9;No
8591.305411;Extended;Bachelor;Unemployed;M;0;128;4;24;0;6;No
2646.573754;Basic;College;Disabled;F;23170;71;21;67;0;1;No
4607.244307;Basic;Bachelor;Disabled;F;17343;63;9;92;0;5;No
4860.62003;Basic;College;Medical Leave;M;25854;68;24;37;0;9;No
2580.849899;Basic;College;Employed;M;46900;66;13;59;0;1;Yes
8646.504109;Basic;High School or Below;Employed;F;64125;108;3;44;0;3;Yes
8405.752991;Basic;High School or Below;Employed;M;85355;71;34;47;2;2;No
3096.511217;Extended;College;Employed;F;21604;79;14;28;0;1;Yes
29412.2893;Basic;High School or Below;Unemployed;M;0;107;0;62;0;2;No
5898.733666;Extended;Bachelor;Employed;F;53998;78;5;38;5;8;No
17497.52201;Basic;College;Unemployed;M;0;73;9;94;0;2;Yes
3218.608644;Extended;High School or Below;Employed;F;68776;80;28;78;0;1;No
23207.26972;Extended;High School or Below;Employed;F;45039;96;27;94;0;2;No
8032.401911;Basic;Master;Employed;M;27658;68;4;75;0;2;No
13918.5348;Premium;High School or Below;Employed;M;64113;117;24;32;0;2;No
8966.309774;Extended;High School or Below;Employed;M;41829;76;11;41;0;2;No
11981.98481;Basic;Master;Retired;F;21514;62;0;59;0;2;Yes
5532.629846;Basic;Master;Employed;M;27722;69;3;29;0;9;No
11660.57298;Premium;College;Employed;F;21506;151;11;42;0;4;No
2886.451602;Extended;High School or Below;Retired;F;10312;78;10;63;0;1;Yes
12741.84754;Basic;Bachelor;Employed;F;73054;106;34;36;1;2;Yes
5398.098108;Basic;Bachelor;Employed;F;73775;67;14;51;0;3;No
7285.030983;Basic;High School or Below;Employed;M;44788;61;6;48;0;2;Yes
17651.96339;Extended;High School or Below;Medical Leave;F;22510;95;19;48;0;2;No
17029.89338;Extended;Master;Employed;M;54613;213;29;62;0;5;No
2491.257604;Basic;High School or Below;Medical Leave;F;25965;65;23;27;0;1;Yes
4039.315002;Basic;College;Employed;F;34911;105;6;31;1;1;No
2619.337376;Basic;Bachelor;Employed;M;78618;66;7;56;0;1;Yes
5049.689638;Basic;High School or Below;Employed;F;61080;66;7;41;2;9;No
4983.457132;Basic;Master;Employed;F;60415;62;10;31;0;5;No
2530.639412;Basic;Master;Medical Leave;F;25143;66;34;38;0;1;No
7396.719746;Basic;College;Employed;M;41045;64;9;28;1;2;No
3832.898507;Extended;College;Employed;M;97729;95;18;21;0;1;No
4961.405917;Basic;High School or Below;Employed;F;55702;61;13;55;0;6;No
3861.486269;Extended;College;Employed;F;93272;95;3;54;0;1;Yes
22658.53652;Basic;Bachelor;Retired;M;23665;67;19;50;0;2;Yes
10408.96865;Basic;High School or Below;Retired;M;20228;101;3;43;1;2;Yes
4834.710493;Basic;College;Employed;F;38713;66;31;69;4;6;Yes
8257.666512;Basic;Bachelor;Disabled;F;23815;73;4;47;0;2;Yes
3052.629532;Extended;High School or Below;Unemployed;F;0;93;15;31;3;1;No
4012.319346;Extended;High School or Below;Employed;F;47221;99;8;79;0;1;No
13355.48637;Basic;Bachelor;Employed;M;34495;113;27;29;0;2;No
2364.43161;Basic;College;Employed;M;46264;62;17;75;0;1;No
2489.337928;Basic;College;Employed;M;46051;63;16;34;0;1;No
4755.720009;Extended;Bachelor;Retired;F;23975;128;8;39;0;1;No
13864.38495;Basic;College;Unemployed;F;0;74;4;12;4;2;No
3020.424822;Basic;College;Employed;F;78561;74;7;50;0;1;No
6285.305195;Extended;High School or Below;Unemployed;M;0;90;4;63;0;7;No
2506.021971;Basic;High School or Below;Employed;F;61402;63;14;56;2;1;No
2826.307641;Basic;Bachelor;Employed;M;65090;71;28;3;0;1;No
4369.71794;Premium;Master;Employed;M;88495;108;2;83;0;1;No
12174.58795;Basic;Bachelor;Employed;M;52797;104;14;13;1;2;No
3528.044252;Extended;Doctor;Employed;M;31278;92;24;95;4;1;Yes
10436.57466;Extended;Bachelor;Medical Leave;F;24177;92;4;37;1;2;No
2746.121383;Basic;High School or Below;Employed;F;96339;68;1;44;0;1;No
9175.171899;Premium;Bachelor;Employed;M;68164;119;27;37;2;6;No
4979.079933;Basic;High School or Below;Unemployed;M;0;71;17;57;0;5;No
2585.937023;Basic;Bachelor;Disabled;F;21603;68;11;46;2;1;No
9449.745947;Basic;College;Unemployed;F;0;63;11;20;0;2;No
4568.819387;Basic;College;Unemployed;M;0;70;5;33;1;7;No
2574.020376;Basic;Master;Employed;F;34990;65;23;73;0;1;Yes
8789.88406;Basic;Master;Employed;F;22849;109;5;75;0;4;No
2507.407815;Basic;Doctor;Employed;M;32893;63;13;14;0;1;No
2522.41457;Basic;College;Unemployed;M;0;73;24;15;0;1;No
7542.713967;Basic;College;Unemployed;M;0;111;7;25;0;3;No
6005.214792;Extended;High School or Below;Employed;M;26876;76;17;72;0;8;Yes
20998.25947;Basic;Bachelor;Employed;M;71663;74;23;22;0;2;No
2345.084479;Basic;College;Unemployed;M;0;69;1;56;0;1;No
8783.165364;Basic;High School or Below;Disabled;F;16994;112;25;12;0;8;No
4529.965388;Basic;Bachelor;Employed;M;64270;117;12;58;0;1;No
6033.222351;Extended;High School or Below;Unemployed;F;0;83;4;3;0;3;No
5308.246978;Premium;Doctor;Unemployed;F;0;145;29;70;0;1;No
2674.730716;Basic;College;Employed;M;56342;69;12;89;0;1;Yes
4929.8075;Basic;High School or Below;Unemployed;F;0;70;25;21;0;6;No
14131.12134;Basic;High School or Below;Employed;M;28327;185;29;26;0;3;No
2471.528431;Basic;High School or Below;Employed;M;95697;61;16;55;0;1;Yes
6005.214792;Extended;High School or Below;Employed;M;26876;76;17;72;0;8;Yes
14082.63918;Premium;College;Unemployed;M;0;102;17;91;0;2;No
19116.56806;Basic;Bachelor;Unemployed;F;0;61;31;43;0;2;No
6631.665538;Extended;College;Employed;M;32918;84;33;69;0;3;No
7432.299921;Basic;High School or Below;Unemployed;F;0;71;4;76;0;2;No
2928.115104;Basic;High School or Below;Employed;M;63127;74;35;17;1;1;No
46611.87375;Extended;College;Employed;M;22022;136;35;1;0;2;No
16515.00927;Extended;High School or Below;Employed;F;51725;138;9;16;1;2;No
8609.158215;Basic;Bachelor;Employed;F;79090;107;2;74;0;3;Yes
10213.56338;Extended;College;Employed;F;39719;131;1;57;0;3;No
10049.28585;Extended;College;Employed;M;58194;84;26;23;0;2;No
5746.148291;Basic;College;Employed;M;61990;72;21;47;0;9;No
3746.751625;Extended;College;Employed;F;41479;94;14;38;1;1;Yes
7486.068405;Extended;Bachelor;Employed;F;97899;95;29;73;3;7;No
9120.065162;Basic;College;Employed;F;63878;113;32;47;0;9;No
5678.046711;Basic;High School or Below;Employed;F;68671;70;30;49;0;6;No
7517.083811;Basic;Bachelor;Unemployed;F;0;102;19;13;0;3;No
4530.530663;Basic;College;Employed;M;34640;117;23;54;2;1;No
2691.380574;Basic;Bachelor;Retired;F;21959;71;0;69;0;1;No
8068.623946;Basic;Bachelor;Employed;F;51584;69;11;98;2;2;No
2478.576723;Basic;Bachelor;Employed;F;65744;62;9;77;0;1;No
9112.041503;Basic;Bachelor;Disabled;F;25198;118;26;36;0;4;No
2772.441318;Basic;Master;Employed;F;79663;69;14;39;0;1;No
4305.793209;Basic;Bachelor;Employed;F;31071;111;0;57;2;1;No
5103.35758;Extended;Bachelor;Employed;F;39452;131;6;54;0;1;No
4784.960513;Basic;Bachelor;Employed;F;25813;61;16;97;0;8;No
10541.10977;Extended;Doctor;Employed;F;59965;131;7;54;0;7;No
2179.425137;Basic;High School or Below;Unemployed;M;0;63;23;90;0;1;No
7610.840476;Extended;College;Employed;F;98701;94;22;66;0;3;No
8510.525936;Extended;College;Unemployed;F;0;121;5;94;0;8;No
16172.94049;Basic;College;Employed;F;64388;68;9;46;0;2;No
2425.494812;Basic;College;Employed;M;66841;62;4;73;0;1;No
2899.317224;Basic;High School or Below;Employed;F;33738;74;6;50;1;1;No
3633.05403;Extended;Bachelor;Employed;M;43334;95;3;72;2;1;No
3457.154249;Extended;College;Unemployed;F;0;91;13;89;0;1;No
3394.720301;Extended;College;Employed;F;83431;84;13;33;0;1;No
3781.4548;Extended;College;Employed;M;57647;94;3;99;0;1;No
5841.528134;Extended;Bachelor;Unemployed;M;0;79;17;4;0;3;No
5479.854218;Basic;High School or Below;Employed;M;38210;69;25;41;0;3;No
20455.24946;Basic;High School or Below;Unemployed;F;0;67;28;72;0;2;No
8319.123035;Basic;Bachelor;Employed;F;49734;69;3;41;0;2;No
5181.620895;Basic;Master;Employed;F;97131;64;5;80;0;6;Yes
4163.79336;Basic;College;Disabled;M;11689;117;7;46;0;1;No
4853.100287;Extended;High School or Below;Medical Leave;F;17120;125;14;95;0;1;No
7531.697272;Basic;High School or Below;Employed;M;82157;188;5;33;0;1;No
3280.457296;Extended;Bachelor;Employed;F;63297;82;1;33;0;1;No
32961.15225;Basic;High School or Below;Employed;F;66014;102;34;11;0;2;No
2684.581561;Basic;High School or Below;Employed;M;98121;67;22;49;0;1;No
10392.96347;Extended;Bachelor;Employed;M;93495;129;8;0;0;9;No
9036.657561;Premium;College;Employed;F;89382;112;2;61;0;3;No
5352.18703;Extended;High School or Below;Employed;F;97742;132;6;52;0;1;No
11880.96623;Premium;High School or Below;Unemployed;F;0;114;29;96;0;2;No
2557.094323;Basic;College;Unemployed;M;0;73;30;8;0;1;No
7914.82311;Extended;College;Employed;F;77153;99;3;27;1;5;No
9840.082616;Extended;Master;Employed;M;94590;81;26;31;0;2;No
4351.550504;Premium;High School or Below;Employed;F;74163;108;14;63;0;1;No
22207.82615;Premium;High School or Below;Employed;F;40450;287;8;20;3;7;No
4825.258632;Basic;High School or Below;Unemployed;M;0;71;8;30;0;8;No
6947.838781;Extended;High School or Below;Unemployed;F;0;99;12;77;0;4;No
3344.809462;Extended;College;Employed;F;33243;85;13;19;0;1;No
2357.503128;Basic;Master;Unemployed;M;0;64;25;80;0;1;No
35944.71048;Premium;High School or Below;Unemployed;M;0;114;33;55;0;2;No
10408.96865;Basic;High School or Below;Retired;M;20228;101;3;43;1;2;Yes
4048.16129;Basic;High School or Below;Employed;F;92801;100;24;23;0;1;No
6852.001946;Basic;College;Unemployed;M;0;69;7;45;1;2;No
2903.024168;Basic;College;Employed;M;36845;74;14;33;0;1;No
18039.11422;Basic;College;Unemployed;F;0;63;28;82;0;2;No
3242.043926;Extended;Master;Employed;F;72330;81;2;50;2;1;No
2467.620791;Basic;Bachelor;Medical Leave;F;19352;65;16;0;0;1;No
5674.383424;Basic;College;Unemployed;M;0;62;13;6;5;2;No
8634.355958;Extended;College;Disabled;F;25073;79;3;84;0;2;No
2780.196856;Basic;High School or Below;Disabled;F;20261;72;4;55;0;1;No
22056.00496;Extended;Master;Employed;M;66851;92;10;70;2;2;No
2514.59196;Basic;High School or Below;Employed;F;43860;65;15;58;0;1;Yes
5886.221122;Basic;College;Unemployed;M;0;180;21;68;0;1;No
7706.036295;Basic;Doctor;Employed;F;48019;64;15;94;0;2;No
2790.458197;Basic;College;Employed;M;28786;71;30;69;1;1;No
2397.036098;Basic;High School or Below;Retired;F;22283;65;16;93;0;1;Yes
8834.322784;Basic;Bachelor;Employed;F;34133;111;0;72;0;7;No
14435.67365;Premium;Master;Employed;M;60880;119;25;89;0;2;Yes
6871.966648;Premium;Bachelor;Unemployed;F;0;196;5;59;2;1;No
15362.35442;Basic;High School or Below;Employed;M;48115;192;15;67;0;5;No
4834.797545;Basic;College;Employed;F;32017;62;9;10;2;7;No
10899.30177;Extended;High School or Below;Employed;F;58518;136;17;9;0;3;No
5284.041003;Basic;Bachelor;Employed;M;61542;67;33;83;0;6;No
2891.726781;Basic;Bachelor;Employed;F;56761;73;31;80;1;1;No
4900.545112;Basic;College;Disabled;M;22976;66;19;33;0;4;No
20842.5963;Basic;High School or Below;Unemployed;F;0;72;14;29;0;2;No
8415.644389;Basic;College;Unemployed;M;0;62;8;98;0;2;No
6630.836094;Basic;Bachelor;Unemployed;M;0;66;20;53;0;2;No
12036.62051;Basic;Bachelor;Employed;M;44428;104;17;61;0;2;Yes
3895.034766;Premium;Bachelor;Employed;M;52361;102;13;78;0;1;No
11701.06985;Premium;College;Employed;M;32435;297;24;68;0;1;No
3419.108695;Extended;High School or Below;Employed;M;40272;86;8;64;0;1;No
7302.775082;Basic;Master;Employed;M;30492;61;32;68;0;2;No
19685.40911;Extended;High School or Below;Employed;M;51524;244;6;30;0;3;No
2486.064902;Basic;College;Employed;M;36635;63;20;28;0;1;No
5224.328801;Basic;Bachelor;Employed;F;83389;65;5;57;0;3;No
49221.43073;Premium;Bachelor;Employed;F;63035;153;20;97;0;2;No
3167.888725;Extended;Bachelor;Employed;M;61638;82;3;55;2;1;No
7805.31287;Basic;College;Retired;F;21073;106;25;54;1;3;Yes
13197.92893;Basic;College;Unemployed;F;0;68;19;2;3;2;Yes
6234.305918;Extended;Bachelor;Unemployed;M;0;82;26;12;0;9;No
7539.600588;Basic;College;Unemployed;M;0;74;23;64;0;2;No
8157.933629;Premium;High School or Below;Employed;M;86811;102;19;22;0;5;No
13156.74895;Extended;High School or Below;Employed;M;72517;82;33;27;0;2;No
5107.624201;Extended;College;Unemployed;M;0;77;2;71;0;9;No
5339.388388;Basic;Doctor;Employed;F;84424;66;18;71;0;9;No
8649.175023;Basic;College;Employed;F;43383;109;7;60;0;8;No
7519.133631;Extended;High School or Below;Employed;M;96306;95;12;17;1;6;Yes
4293.009593;Basic;College;Unemployed;F;0;61;18;15;0;8;No
4529.062612;Basic;Master;Employed;F;65134;112;28;48;0;1;No
13160.3389;Basic;College;Employed;F;94125;109;33;21;0;2;No
13235.54436;Basic;College;Employed;M;39778;112;23;49;0;2;No
3744.577726;Basic;High School or Below;Unemployed;F;0;101;3;32;0;1;No
28486.0728;Basic;College;Employed;F;91871;102;5;3;0;2;No
2644.684556;Basic;Bachelor;Employed;M;54000;66;15;45;0;1;No
5073.282126;Extended;Doctor;Employed;M;57709;125;10;26;0;1;Yes
4272.585137;Basic;High School or Below;Employed;F;81132;107;19;52;0;1;No
11003.01645;Extended;College;Employed;M;22926;93;1;99;0;2;No
14181.64282;Basic;College;Unemployed;F;0;72;15;91;2;2;No
8875.965501;Premium;Doctor;Employed;F;69205;110;20;56;0;6;No
11077.68591;Extended;Bachelor;Employed;M;78011;138;14;42;0;3;No
2435.689035;Basic;College;Employed;M;32931;62;16;45;0;1;No
8743.852187;Premium;Bachelor;Employed;F;99517;109;2;93;0;3;No
2409.760898;Basic;Bachelor;Employed;M;59665;62;33;3;1;1;No
2499.498786;Basic;High School or Below;Employed;M;28082;64;9;63;0;1;No
8528.288669;Basic;High School or Below;Employed;F;91099;107;14;37;0;3;No
3591.996064;Extended;College;Employed;M;28013;91;16;13;0;1;No
8539.826923;Basic;High School or Below;Employed;F;55478;71;7;1;0;2;No
6990.917824;Extended;College;Employed;F;22568;88;31;63;0;6;No
3979.388247;Basic;High School or Below;Unemployed;F;0;112;11;3;0;1;No
23950.37443;Extended;High School or Below;Employed;M;39335;201;0;11;0;2;No
2321.052528;Basic;College;Unemployed;F;0;66;0;10;0;1;No
5087.020469;Basic;College;Unemployed;M;0;72;12;70;0;3;No
4362.931238;Premium;College;Employed;M;58842;110;6;74;0;1;Yes
7457.468107;Basic;Bachelor;Unemployed;F;0;69;15;73;0;2;No
7027.759594;Basic;College;Unemployed;M;0;102;11;90;0;5;No
2831.683664;Basic;Bachelor;Employed;F;70037;70;6;61;0;1;No
4217.857932;Basic;High School or Below;Unemployed;M;0;62;19;75;0;3;No
7596.291531;Basic;College;Employed;M;59847;192;28;62;0;1;No
8365.677648;Premium;Bachelor;Retired;M;26630;118;19;27;0;8;No
2726.392968;Basic;High School or Below;Employed;F;48039;68;4;37;0;1;No
3420.452207;Extended;High School or Below;Unemployed;M;0;92;2;38;0;1;No
4839.107156;Extended;High School or Below;Unemployed;M;0;137;18;50;0;1;No
4358.553534;Basic;Bachelor;Unemployed;F;0;118;18;91;0;1;No
7255.953792;Extended;Bachelor;Employed;F;88891;89;17;56;0;3;No
23515.85325;Extended;Doctor;Employed;F;36537;85;19;4;0;2;No
8396.327608;Basic;Master;Unemployed;F;0;115;18;80;1;3;No
5170.976384;Extended;High School or Below;Employed;M;53603;132;30;1;1;1;No
5585.30807;Extended;Doctor;Unemployed;M;0;80;14;17;0;9;No
8639.49502;Basic;Doctor;Employed;F;92374;107;16;9;1;3;No
5281.833471;Basic;High School or Below;Employed;M;39658;66;32;53;0;7;No
8385.252347;Basic;Bachelor;Unemployed;F;0;116;0;35;0;7;No
4633.101259;Basic;Bachelor;Unemployed;M;0;70;0;86;0;3;No
2480.392738;Basic;High School or Below;Unemployed;F;0;65;1;60;0;1;No
3618.686938;Extended;High School or Below;Employed;M;50755;91;21;25;0;1;No
2480.045899;Basic;Bachelor;Employed;F;93383;62;31;64;0;1;No
4893.291507;Basic;Bachelor;Unemployed;M;0;73;11;56;0;5;No
10737.68425;Extended;High School or Below;Employed;M;50607;137;15;0;0;9;No
2616.613903;Basic;College;Employed;M;72302;66;6;27;0;1;Yes
15725.25053;Premium;Bachelor;Unemployed;F;0;149;16;70;0;2;No
9553.415528;Premium;College;Unemployed;M;0;146;20;14;0;4;No
7507.455372;Basic;College;Employed;M;60920;64;10;61;0;2;Yes
7324.928202;Premium;Bachelor;Unemployed;F;0;105;4;98;0;6;No
5333.038137;Basic;High School or Below;Employed;M;55674;66;10;95;0;3;No
12767.23056;Basic;College;Unemployed;M;0;189;28;90;0;5;No
2829.863912;Basic;High School or Below;Employed;F;25317;71;15;97;0;1;No
3483.630439;Extended;College;Employed;F;42983;86;28;18;0;1;No
4636.54647;Basic;College;Retired;M;26802;66;7;43;1;5;Yes
17530.03658;Extended;Doctor;Unemployed;M;0;97;27;96;0;2;No
6978.719808;Extended;High School or Below;Employed;M;53808;88;26;91;0;7;No
2912.248444;Basic;College;Employed;F;93403;73;18;32;0;1;No
4209.279338;Premium;Bachelor;Medical Leave;F;26435;111;32;50;1;1;No
5009.808888;Basic;Bachelor;Unemployed;F;0;68;21;69;0;7;No
5217.513287;Basic;Bachelor;Employed;F;39854;66;6;4;0;7;Yes
11490.33618;Premium;College;Unemployed;M;0;161;0;94;0;3;No
2864.544017;Basic;Master;Employed;F;91368;71;13;95;0;1;No
8403.910248;Basic;Bachelor;Unemployed;M;0;115;11;63;0;8;No
20395.96875;Premium;College;Employed;F;92850;104;3;28;1;2;No
36470.3024;Premium;Doctor;Unemployed;F;0;113;0;9;3;2;No
16727.77186;Basic;Bachelor;Employed;M;30915;72;1;6;2;2;No
5801.128252;Basic;Master;Employed;F;48927;72;1;51;0;9;No
9472.973811;Extended;Bachelor;Unemployed;F;0;86;30;32;0;2;No
10484.91535;Extended;College;Employed;F;61108;89;22;93;0;2;Yes
4387.31087;Basic;Master;Employed;M;48015;110;24;57;0;1;No
4522.883533;Basic;College;Unemployed;M;0;61;8;78;0;9;No
5418.152088;Basic;College;Employed;F;57587;68;4;83;0;7;No
5246.057249;Basic;College;Employed;M;70301;67;7;43;0;7;No
15785.29692;Premium;College;Employed;F;81119;196;3;67;0;3;No
22110.39804;Basic;Bachelor;Employed;F;65724;70;13;66;0;2;No
9540.923395;Premium;College;Employed;M;53351;119;4;7;0;6;No
4756.12617;Premium;High School or Below;Employed;M;56146;119;0;91;0;1;No
2447.053134;Basic;Bachelor;Employed;M;84658;62;21;93;0;1;No
5675.923323;Basic;College;Employed;F;33257;72;15;14;1;4;No
2491.257604;Basic;High School or Below;Medical Leave;F;25965;65;23;27;0;1;Yes
7308.433864;Extended;College;Employed;M;31115;92;21;20;0;3;No
32871.74779;Basic;College;Employed;F;78487;117;5;17;0;2;No
5228.92013;Basic;Bachelor;Employed;M;92472;65;0;3;0;3;No
20700.8645;Basic;High School or Below;Unemployed;M;0;64;9;17;0;2;No
5800.171881;Basic;Bachelor;Employed;F;25472;73;5;86;0;9;No
4330.38602;Premium;College;Employed;M;60475;107;9;18;0;1;Yes
6292.735356;Extended;Bachelor;Employed;F;26577;79;9;40;0;7;No
4917.889638;Basic;High School or Below;Unemployed;M;0;71;27;81;0;5;No
5165.810048;Basic;High School or Below;Employed;M;43461;64;24;47;0;6;No
6291.589959;Extended;High School or Below;Unemployed;M;0;94;2;61;0;6;No
4582.67415;Basic;Master;Employed;F;69085;113;10;14;0;1;No
6062.441614;Extended;High School or Below;Unemployed;M;0;84;1;94;0;5;No
3417.204953;Extended;Master;Employed;F;42526;86;12;71;0;1;No
5830.561364;Extended;College;Unemployed;F;0;77;11;36;0;6;No
3742.579083;Basic;High School or Below;Unemployed;M;0;110;35;78;1;1;No
3849.596697;Basic;High School or Below;Unemployed;F;0;106;10;32;0;1;No
15265.81488;Extended;High School or Below;Employed;F;58361;95;17;16;0;2;No
5317.807221;Basic;College;Employed;M;74092;67;17;72;0;3;No
2374.80917;Basic;College;Unemployed;F;0;64;2;52;0;1;No
5639.941974;Basic;High School or Below;Employed;M;73168;70;21;50;0;3;Yes
3362.414442;Extended;Bachelor;Employed;M;22853;87;16;89;0;1;No
4512.204391;Extended;High School or Below;Unemployed;F;0;125;6;44;0;1;No
7264.803903;Extended;Bachelor;Medical Leave;F;12075;94;16;23;0;5;No
8658.863813;Basic;College;Employed;M;62464;109;23;45;0;4;Yes
5498.940679;Basic;College;Medical Leave;M;22520;73;17;64;0;3;Yes
5599.382893;Basic;High School or Below;Employed;F;35012;72;0;50;0;6;No
15228.19865;Extended;College;Employed;F;95140;126;6;52;0;2;No
3644.833554;Extended;High School or Below;Employed;F;82477;90;1;69;0;1;Yes
3693.440833;Extended;Master;Employed;M;85871;92;4;25;1;1;No
8742.05776;Basic;College;Employed;F;71592;72;15;18;0;2;No
5275.626956;Basic;Master;Employed;F;70446;65;31;99;0;9;No
9283.737773;Extended;High School or Below;Employed;M;24314;235;20;60;0;1;No
2551.226692;Basic;Master;Employed;M;79751;63;15;67;0;1;Yes
5811.918112;Basic;High School or Below;Employed;M;83318;72;21;58;0;3;No
4064.670639;Basic;Master;Retired;F;26161;109;8;70;0;1;No
2841.443088;Basic;Bachelor;Employed;F;30473;72;20;35;0;1;No
6832.133872;Extended;College;Employed;M;50472;87;6;67;0;3;No
5201.971427;Basic;Master;Employed;M;94186;64;20;50;0;3;No
5484.588155;Basic;High School or Below;Employed;M;47611;69;17;65;0;4;No
7672.681366;Premium;High School or Below;Unemployed;M;0;103;17;56;0;4;No
8272.485353;Basic;High School or Below;Employed;M;91245;69;16;50;0;2;No
3330.672761;Extended;High School or Below;Employed;F;45944;83;20;4;0;1;No
5562.456386;Basic;College;Employed;F;59649;69;33;71;1;8;No
2452.738575;Basic;Bachelor;Employed;F;52785;61;2;90;0;1;No
7920.28288;Basic;High School or Below;Employed;F;59648;66;20;72;0;2;No
3861.486269;Extended;College;Employed;F;93272;95;3;54;0;1;Yes
5764.784159;Basic;Bachelor;Employed;M;22134;72;13;81;0;3;No
5375.842787;Basic;College;Employed;F;69050;67;17;38;0;3;No
2882.350556;Basic;Master;Employed;M;87798;71;18;73;0;1;No
2213.187935;Basic;Bachelor;Unemployed;M;0;63;0;66;0;1;No
9429.629367;Basic;Master;Employed;F;43811;117;24;10;0;4;No
6239.257541;Extended;College;Unemployed;F;0;91;25;63;0;3;No
7668.809595;Extended;Bachelor;Employed;F;92456;95;8;3;0;4;No
13770.97618;Premium;High School or Below;Employed;F;59207;116;23;21;0;2;Yes
2742.844251;Basic;High School or Below;Employed;F;64519;69;6;29;1;1;No
13466.92071;Basic;High School or Below;Disabled;F;11432;119;11;9;0;2;Yes
8858.352032;Extended;College;Unemployed;F;0;80;6;28;0;2;No
8485.330004;Basic;High School or Below;Employed;M;32607;111;27;79;1;8;No
7744.644444;Basic;High School or Below;Disabled;F;26444;196;4;14;0;1;No
5894.907375;Basic;High School or Below;Employed;F;39381;74;6;55;1;7;No
5770.684097;Extended;College;Unemployed;M;0;83;21;67;0;8;No
5261.117506;Basic;High School or Below;Employed;M;90217;66;14;88;1;5;No
2403.53947;Basic;High School or Below;Disabled;M;24248;70;33;82;3;1;No
9124.600015;Premium;Bachelor;Employed;M;99368;113;34;6;0;3;No
26180.80528;Extended;High School or Below;Employed;F;68189;82;10;17;1;2;No
15641.25856;Extended;Master;Employed;F;32370;130;31;84;0;2;No
2574.020376;Basic;Master;Employed;F;34990;65;23;73;0;1;Yes
5319.838729;Basic;High School or Below;Employed;F;25714;67;17;57;0;5;No
7496.006588;Extended;College;Employed;M;61091;95;17;64;0;8;No
12174.58958;Premium;College;Employed;M;88184;104;5;97;3;2;No
2605.570828;Basic;College;Employed;F;60252;65;10;8;0;1;No
2707.20846;Basic;College;Employed;M;80985;67;0;52;0;1;No
5528.212807;Basic;Bachelor;Employed;M;36088;72;16;31;0;9;Yes
8819.018934;Basic;High School or Below;Employed;M;99845;110;23;25;1;8;Yes
19014.47625;Basic;High School or Below;Employed;F;29822;61;17;44;0;2;No
8169.513982;Basic;College;Employed;F;40803;71;8;19;3;2;No
7708.883885;Extended;College;Employed;F;71134;98;21;95;3;8;No
5528.212807;Basic;Bachelor;Employed;M;36088;72;16;31;0;9;Yes
12128.4467;Basic;College;Employed;M;29431;103;29;35;0;2;No
9080.28284;Basic;High School or Below;Employed;M;68073;114;16;63;0;8;No
6796.844769;Basic;College;Medical Leave;M;17937;65;1;27;0;2;No
2867.312197;Extended;Bachelor;Retired;F;23376;78;19;18;0;1;Yes
2395.57;Basic;Doctor;Disabled;F;21986;63;1;9;0;1;Yes
7094.167717;Extended;Bachelor;Employed;F;23032;89;30;22;0;7;No
4128.091334;Basic;College;Employed;F;32114;104;22;50;0;1;No
4046.936065;Basic;Bachelor;Disabled;M;13330;117;33;74;0;1;No
4869.282783;Basic;College;Employed;F;44934;61;9;60;0;4;No
2902.151897;Basic;College;Employed;F;96137;73;17;34;2;1;No
4282.947971;Basic;College;Employed;F;40864;109;16;70;1;1;Yes
7750.120323;Basic;College;Employed;F;22668;67;5;34;1;2;No
6627.174629;Extended;College;Employed;M;90751;82;2;22;1;8;No
7474.605769;Basic;College;Employed;M;44186;64;9;96;2;2;No
5561.291397;Basic;College;Employed;M;92678;70;0;67;0;3;No
6098.462114;Extended;Bachelor;Employed;F;74257;76;16;91;0;3;No
2859.52893;Basic;Bachelor;Employed;M;99981;71;2;22;0;1;No
5994.424627;Extended;College;Unemployed;M;0;91;26;89;0;6;No
5635.249486;Basic;College;Medical Leave;F;19591;74;8;79;0;4;No
5067.208338;Extended;College;Employed;F;29095;127;2;80;0;1;No
